chr	median_log2	p	effsize_r	p_adj
MgM_scaf161	0.01626066005658437	0.7684395686825454	9.407518510428379e-4	0.8778531496539012
MgM_scaf79	-0.024025202056913903	0.7769493176641928	9.091961213348094e-4	0.8778551585503419
MgM_scaf297	-0.20550540927887087	0.7798931240047189	8.953649665304288e-4	0.8778551585503419
MgM_scaf2	-0.0063076286021352445	0.7810993896921439	8.946261726329944e-4	0.8778551585503419
MgM_scaf149	-0.021761040459236665	0.78197571087737	8.87466967780299e-4	0.8778551585503419
MgM_scaf126	-0.018329389069528662	0.7846105767807741	8.76580513318422e-4	0.8778551585503419
MgM_scaf8	-0.0132466776344369	0.786184807891344	8.731125751485617e-4	0.8778551585503419
MgM_scaf159	0.007990964130365116	0.7870142817793306	8.6638933335049e-4	0.8778551585503419
MgM_scaf260	0.020324640274920317	0.7887973888423363	8.563389947600492e-4	0.8778551585503419
MgM_scaf307	0.09134855977074892	0.7946376227121469	8.323434784509913e-4	0.8815111891822851
MgM_scaf150	0.0360216394270064	0.8246804235514318	7.073666834991713e-4	0.9119062375809102
MgM_scaf134	-0.023594765536878195	0.8285402996444652	6.914604947174494e-4	0.9132472951352731
MgM_scaf129	0.007870569319443216	0.8318881345343108	6.811833480595976e-4	0.9140172178800549
MgM_scaf45	0.004994175423911612	0.8416672103345028	6.36322166652339e-4	0.9218259922711222
MgM_scaf302	-0.02785470476581356	0.8527450434599273	5.949203540473322e-4	0.924118457365262
MgM_scaf257	-0.02610001504263562	0.854517546183851	5.879377582236346e-4	0.924118457365262
MgM_scaf42	0.04176577920825715	0.8582926153070591	5.746338827123692e-4	0.924118457365262
MgM_scaf70	0.013626729861364213	0.8574376175503107	5.7238940831258e-4	0.924118457365262
MgM_scaf308	0.0034868688941990062	0.8596922420087276	5.665908133784117e-4	0.924118457365262
MgM_scaf286	-0.01364444553792889	0.8598319559833307	5.661123680342825e-4	0.924118457365262
MgM_Chr1	NA	0.8927760978472946	5.198839462401234e-4	0.9333568295676261
MgM_scaf195	-0.016743645450742507	0.873707736898262	5.101401093737494e-4	0.9280834845298411
MgM_scaf194	0.10521510375969569	0.8758545071121034	4.986674474010698e-4	0.9280834845298411
MgM_scaf163	0.03871724540780951	0.8758196821157305	4.985936550828596e-4	0.9280834845298411
MgM_scaf52	-0.005183653952237469	0.8772733454995392	4.97249454172154e-4	0.9280834845298411
MgM_scaf167	0.013849582528545758	0.8769433381499846	4.940822708398002e-4	0.9280834845298411
MgM_scaf208	0.024583511826730235	0.8817483151680049	4.7480764226457035e-4	0.9280834845298411
MgM_scaf69	-0.01932466196133545	0.8850419316241094	4.653687965196308e-4	0.9280834845298411
MgM_scaf168	0.046945652751133375	0.8849981923903232	4.6140634567655805e-4	0.9280834845298411
MgM_scaf43	0.014683300868613244	0.9033198632896944	3.856316085667664e-4	0.9415267457249081
MgM_scaf125	-0.04678597742230882	0.9170680733086489	3.350671722427373e-4	0.9521058793619112
MgM_scaf191	0.003639616569803405	0.9189891531232359	3.2697855062510054e-4	0.9521058793619112
MgM_scaf164	-0.021199044172179417	0.9247249962699451	3.008853135825688e-4	0.9551800111171589
MgM_scaf223	-0.013882220344485765	0.938677410786183	2.475087783003582e-4	0.9666976320036811
MgM_scaf236	-0.0021167672356848547	0.9419153024661758	2.320356664203091e-4	0.9671451766393768
MgM_scaf305	-0.01371502632378764	0.948343372087606	2.081852217092821e-4	0.9708559743923563
MgM_scaf78	-0.047314157594941376	0.9586007299260944	1.686043706933088e-4	0.9762981725589571
MgM_scaf25	-0.024879684089369178	0.9639386093087239	1.4856775834976458e-4	0.9762981725589571
MgM_scaf269	-0.015121663431292919	0.9645759186426011	1.4119772686038823e-4	0.9762981725589571
MgM_scaf36	0.007606954778114313	0.9668211635870851	1.366730207727046e-4	0.9762981725589571
MgM_scaf276	0.036729905655951404	0.9678086232323575	1.2821829037945958e-4	0.9762981725589571
MgM_scaf48	0.008425464450276542	0.9858702720601984	5.955773852404501e-5	0.9916187867660887
MgM_scaf154	0.012396527282656425	0.9909754545324472	3.7854558179845505e-5	0.9938561971328322
MgM_scaf232	0.009943874618726582	0.9951797899349609	1.8097261607918257e-5	0.9951797899349609
