KAJ8019408	XP_030852855
KAJ8041634	XP_782841
KAJ8041666	XP_011675340
KAJ8041698	XP_030830939
KAJ8041730	XP_001199744
KAJ8041794	XP_030836782
KAJ8041826	XP_030831917
KAJ8041890	XP_030848621
KAJ8041954	XP_030831872
KAJ8041986	XP_011676217
KAJ8042114	XP_030831620
KAJ8042210	XP_011660855
KAJ8042274	XP_030831386
KAJ8042306	XP_030831673
KAJ8042338	XP_030831906
KAJ8036962	XP_030839812
KAJ8036994	XP_030840509
KAJ8037058	XP_030838415
KAJ8029391	XP_011680716
KAJ8029455	XP_030833010
KAJ8029487	XP_030832474
KAJ8029519	XP_030833193
KAJ8029551	XP_030832794
KAJ8029583	XP_011670235
KAJ8028239	XP_030836073
KAJ8028303	XP_030836567
KAJ8028335	XP_011682583
KAJ8022671	XP_797134
KAJ8022959	XP_030835223
KAJ8020431	XP_003723482
KAJ8020527	XP_030843748
KAJ8020559	XP_030830047
KAJ8020591	XP_030830707
KAJ8020783	XP_030830132
KAJ8020943	XP_003728498
KAJ8021007	XP_003723884
KAJ8035734	XP_030844673
KAJ8035766	XP_011680427
KAJ8035926	XP_030828510
KAJ8036022	XP_030829254
KAJ8036054	XP_011663837
KAJ8036150	XP_030827954
KAJ8036214	XP_003729944
KAJ8036246	XP_030856135
KAJ8036662	XP_030828902
KAJ8036758	XP_799003
KAJ8036790	XP_791185
KAJ8037014	XP_800641
KAJ8037078	XP_030840351
KAJ8037110	XP_782648
KAJ8037142	NP_001073013
KAJ8037302	XP_030840529
KAJ8037366	XP_030839835
KAJ8037398	XP_794598
KAJ8037494	XP_030840238
KAJ8037526	XP_030841005
KAJ8037558	XP_001196817
KAJ8037622	XP_011666328
KAJ8037686	XP_798522
KAJ8037718	XP_003727132
KAJ8037846	XP_030847627
KAJ8037878	XP_003730303
KAJ8037974	XP_003728194
KAJ8038070	XP_030843215
KAJ8038294	XP_030853864
KAJ8038390	XP_030841134
KAJ8038486	XP_003727929
KAJ8038518	XP_793600
KAJ8038838	XP_030853211
KAJ8038934	XP_030853263
KAJ8038998	XP_787234
KAJ8039030	XP_030853692
KAJ8039094	XP_030846215
KAJ8039478	XP_030853916
KAJ8039606	XP_003728952
KAJ8039766	XP_011672390
KAJ8040214	XP_011678270
KAJ8040310	XP_030852378
KAJ8040342	XP_030851949
KAJ8040406	XP_030838747
KAJ8040566	XP_030852787
KAJ8040598	XP_030851423
KAJ8040630	XP_030852653
KAJ8040726	XP_030844491
KAJ8040758	XP_788611
KAJ8040886	XP_780396
KAJ8041110	XP_796747
KAJ8041174	XP_030831796
KAJ8041366	XP_798362
KAJ8041462	XP_030831799
KAJ8041590	XP_030831261
KAJ8041750	XP_030831283
KAJ8041846	XP_030831732
KAJ8041910	XP_003729372
KAJ8041974	XP_030831077
KAJ8042006	XP_011670541
KAJ8042038	XP_030831371
KAJ8042102	XP_030831124
KAJ8042294	XP_030831115
KAJ8042326	XP_001198098
KAJ8042358	XP_782997
KAJ8042422	XP_011660737
KAJ8042454	XP_030830961
KAJ8042486	XP_030840750
KAJ8042518	XP_001198703
KAJ8042614	XP_003725361
KAJ8042646	XP_011682681
KAJ8042742	XP_030847949
KAJ8042806	XP_030848188
KAJ8042838	XP_030847935
KAJ8042934	XP_030847282
KAJ8043062	XP_030847928
KAJ8043094	XP_003728597
KAJ8043382	XP_795289
KAJ8043702	XP_030847933
KAJ8043830	XP_788490
KAJ8043926	XP_030847400
KAJ8043958	XP_030848275
KAJ8044182	XP_783517
KAJ8044246	XP_030848259
KAJ8044310	XP_030854902
KAJ8044342	XP_030854197
KAJ8044374	XP_003727446
KAJ8044438	XP_030843690
KAJ8044502	XP_030854428
KAJ8044662	XP_030854655
KAJ8044790	XP_003724390
KAJ8044982	XP_030854185
KAJ8045078	XP_030855228
KAJ8045110	XP_030839681
KAJ8045142	XP_030855206
KAJ8045270	XP_785983
KAJ8045302	XP_030855132
KAJ8045334	XP_011668341
KAJ8045366	XP_030854375
KAJ8045494	XP_781236
KAJ8045526	XP_003723451
KAJ8045622	XP_011674971
KAJ8045654	XP_011681883
KAJ8045846	XP_003725465
KAJ8045878	XP_011671483
KAJ8045910	XP_782394
KAJ8045942	XP_001180329
KAJ8046006	XP_003730625
KAJ8046038	XP_003723671
KAJ8046070	XP_030854618
KAJ8046262	XP_030828426
KAJ8046390	XP_030851048
KAJ8046422	XP_011665592
KAJ8046518	XP_003723896
KAJ8046550	XP_003725845
KAJ8046614	XP_030847319
KAJ8046678	XP_030828359
KAJ8046710	XP_783071
KAJ8046742	XP_782274
KAJ8046870	XP_785085
KAJ8046902	XP_030828216
KAJ8047062	XP_030856371
KAJ8047158	XP_783289
KAJ8047318	XP_030845428
KAJ8047350	XP_030828225
KAJ8047446	XP_001179358
KAJ8047542	XP_030853482
KAJ8047606	XP_787546
KAJ8047638	XP_030839344
KAJ8047670	XP_030828122
KAJ8047734	XP_011677650
KAJ8047766	XP_011675546
KAJ8047862	XP_791344
KAJ8047958	XP_030848544
KAJ8048214	XP_003726790
KAJ8048758	XP_030830859
KAJ8048854	XP_030849484
KAJ8048886	XP_797187
KAJ8049814	XP_030842080
KAJ8049846	XP_030842074
KAJ8049974	XP_030834294
KAJ8050390	XP_011673052
KAJ8050422	XP_030849339
KAJ8050518	XP_030848680
KAJ8050742	XP_030849202
KAJ8050838	XP_030849132
KAJ8051126	XP_030848413
KAJ8051158	XP_030849516
KAJ8019511	XP_003730705
KAJ8019543	XP_030847378
KAJ8019575	XP_030830147
KAJ8019703	XP_030832698
KAJ8019767	XP_011674790
KAJ8019831	XP_786427
KAJ8019863	XP_030830646
KAJ8019959	XP_030830580
KAJ8020023	XP_030830689
KAJ8020119	XP_030829581
KAJ8020151	XP_030853488
KAJ8020215	XP_030830183
KAJ8020279	XP_030830286
KAJ8020311	XP_030849987
KAJ8020343	XP_780718
KAJ8020471	XP_030830841
KAJ8020663	XP_030830239
KAJ8020887	XP_011680539
KAJ8021175	XP_783150
KAJ8021367	XP_030842542
KAJ8021399	XP_030843304
KAJ8021463	XP_788492
KAJ8021527	XP_030851054
KAJ8021559	XP_030842929
KAJ8021591	XP_030837661
KAJ8021623	XP_030842985
KAJ8021751	XP_782823
KAJ8022039	XP_030855489
KAJ8022135	XP_030842498
KAJ8022199	XP_011670632
KAJ8022263	XP_030834924
KAJ8022295	NP_001091928
KAJ8022359	XP_030845915
KAJ8022391	NP_001091924
KAJ8022423	XP_030838496
KAJ8022519	XP_003725684
KAJ8022583	XP_011678782
KAJ8022615	XP_030835032
KAJ8022647	NP_001077103
KAJ8022679	XP_030830381
KAJ8022743	XP_030847596
KAJ8022903	XP_030834973
KAJ8022935	XP_011674833
KAJ8022967	XP_794304
KAJ8022999	XP_030835640
KAJ8023095	XP_781767
KAJ8023191	XP_030835686
KAJ8023287	XP_788595
KAJ8023319	XP_030847152
KAJ8023415	NP_001229613
KAJ8023511	XP_790354
KAJ8023767	XP_030845179
KAJ8023863	XP_030844679
KAJ8023895	XP_011681340
KAJ8023927	XP_030849383
KAJ8023959	XP_784791
KAJ8023991	XP_030845231
KAJ8024151	XP_030834911
KAJ8024215	XP_030830492
KAJ8024247	XP_794552
KAJ8024311	XP_030844958
KAJ8024471	XP_785156
KAJ8024567	XP_783971
KAJ8024631	XP_030841012
KAJ8024727	XP_003728020
KAJ8024887	XP_030845684
KAJ8024919	XP_030848201
KAJ8024983	XP_030845738
KAJ8025079	XP_030846236
KAJ8025175	XP_030841136
KAJ8025207	XP_030846159
KAJ8025271	XP_030846591
KAJ8025335	XP_030846213
KAJ8025367	XP_030841987
KAJ8025399	XP_030841516
KAJ8025431	XP_030839927
KAJ8025463	XP_011674000
KAJ8025783	XP_030842089
KAJ8025911	XP_030842007
KAJ8025943	XP_011672857
KAJ8026039	XP_780149
KAJ8026455	XP_030849885
KAJ8026679	XP_030849941
KAJ8026775	XP_030850343
KAJ8026807	XP_030851165
KAJ8026839	XP_030850647
KAJ8026903	XP_030851034
KAJ8027031	XP_030850469
KAJ8027063	XP_030851319
KAJ8027127	XP_030850330
KAJ8027223	XP_030850654
KAJ8027255	XP_003727602
KAJ8027383	XP_782658
KAJ8027415	XP_030852014
KAJ8027447	XP_030850749
KAJ8027479	XP_003729178
KAJ8027543	XP_030851865
KAJ8027575	XP_030851058
KAJ8027703	XP_030836715
KAJ8027767	XP_011684063
KAJ8027799	XP_030836477
KAJ8027831	XP_030836431
KAJ8027991	XP_030836668
KAJ8028023	XP_030836136
KAJ8028247	XP_030836959
KAJ8028343	XP_030836223
KAJ8028375	XP_003729057
KAJ8028407	XP_003725580
KAJ8028535	XP_030838087
KAJ8028599	XP_030837093
KAJ8028663	XP_001197112
KAJ8028823	XP_011683101
KAJ8029143	XP_030830407
KAJ8029207	XP_030833128
KAJ8029239	XP_785956
KAJ8029271	XP_030832098
KAJ8029335	XP_030832969
KAJ8029399	XP_030832703
KAJ8029431	XP_030833086
KAJ8029495	XP_030832174
KAJ8029591	XP_030832453
KAJ8029719	XP_030846299
KAJ8029847	XP_030832643
KAJ8030039	XP_011678056
KAJ8030103	XP_030838355
KAJ8030199	XP_030837477
KAJ8030231	XP_030837213
KAJ8030423	XP_030837415
KAJ8030775	XP_030837924
KAJ8030839	XP_030837807
KAJ8030903	XP_030837651
KAJ8031127	XP_779915
KAJ8031159	XP_030837683
KAJ8031191	XP_030837398
KAJ8031255	XP_030850909
KAJ8031287	XP_030837858
KAJ8031383	XP_791492
KAJ8031447	XP_030844379
KAJ8031799	XP_011679044
KAJ8031895	XP_030846611
KAJ8032279	XP_030843700
KAJ8032503	XP_030844396
KAJ8032599	XP_030843659
KAJ8032791	XP_030839270
KAJ8032983	XP_781152
KAJ8033207	XP_030837847
KAJ8033239	XP_030852245
KAJ8033367	XP_030845837
KAJ8033399	XP_030839379
KAJ8033527	XP_030852927
KAJ8033687	XP_011681549
KAJ8033911	XP_030838759
KAJ8034263	XP_003726634
KAJ8034551	XP_011660676
KAJ8034743	XP_030834556
KAJ8034839	XP_011669531
KAJ8035127	XP_030834461
KAJ8035287	XP_030834218
KAJ8035383	XP_030837831
KAJ8035575	XP_011667220
KAJ8035607	XP_030856341
KAJ8035639	XP_796303
KAJ8035767	XP_792975
KAJ8035799	XP_780011
KAJ8036023	XP_785534
KAJ8036055	XP_784942
KAJ8036151	XP_030828534
KAJ8036215	XP_030831643
KAJ8036503	XP_003727687
KAJ8036535	XP_030853532
KAJ8036599	XP_030856217
KAJ8036663	XP_011681721
KAJ8036727	XP_802129
KAJ8036887	XP_030840093
KAJ8037015	XP_030839970
KAJ8037047	XP_030854682
KAJ8037079	XP_030840436
KAJ8037143	XP_011678773
KAJ8037175	XP_782646
KAJ8037207	XP_030840269
KAJ8037239	XP_003730423
KAJ8037303	XP_003729800
KAJ8037367	XP_030840604
KAJ8037399	XP_030840338
KAJ8037463	XP_030839817
KAJ8037527	XP_789594
KAJ8037559	XP_793937
KAJ8037623	XP_030841020
KAJ8037687	XP_030840399
KAJ8037719	XP_011677581
KAJ8037783	XP_003730637
KAJ8038007	XP_030835673
KAJ8038103	XP_796832
KAJ8038135	XP_011678911
KAJ8038167	NP_999697
KAJ8038295	XP_030853730
KAJ8038519	XP_030853393
KAJ8038775	XP_030839602
KAJ8038839	XP_780678
KAJ8038871	XP_796821
KAJ8038967	XP_030854071
KAJ8038999	XP_030853679
KAJ8039063	XP_011666391
KAJ8039159	XP_788796
KAJ8039223	XP_030852972
KAJ8039255	XP_030853235
KAJ8039287	XP_030853515
KAJ8039415	XP_030852962
KAJ8039447	XP_030853537
KAJ8039511	XP_011680223
KAJ8039575	XP_030853975
KAJ8039703	XP_030852476
KAJ8039831	XP_795417
KAJ8040087	XP_030851667
KAJ8040119	XP_003725893
KAJ8040343	NP_001229591
KAJ8040407	XP_786503
KAJ8040535	XP_030852145
KAJ8040567	XP_030852293
KAJ8040599	XP_030852309
KAJ8040631	XP_030851859
KAJ8040695	XP_030852561
KAJ8040759	XP_030851837
KAJ8040791	XP_030852817
KAJ8040887	XP_030835413
KAJ8041015	XP_030835761
KAJ8041047	XP_030831874
KAJ8041143	XP_030831966
KAJ8041239	XP_030831748
KAJ8041303	XP_793296
KAJ8041431	XP_780172
KAJ8041623	XP_030831576
KAJ8041751	XP_782050
KAJ8041815	XP_011676216
KAJ8041847	XP_030840508
KAJ8041879	XP_030831582
KAJ8041911	XP_030831448
KAJ8041943	XP_030831519
KAJ8042007	XP_030832017
KAJ8042103	XP_788919
KAJ8042199	XP_785362
KAJ8042295	XP_030831924
KAJ8042423	XP_011660735
KAJ8042455	XP_003727857
KAJ8042487	XP_001198564
KAJ8042711	XP_030848377
KAJ8042743	XP_030847955
KAJ8042807	XP_011666983
KAJ8042839	XP_030827884
KAJ8042935	XP_030847277
KAJ8042967	XP_030848379
KAJ8042999	XP_030830607
KAJ8043127	XP_030847838
KAJ8043159	XP_030847351
KAJ8043319	XP_780361
KAJ8043383	XP_011665193
KAJ8043703	XP_030848348
KAJ8043831	XP_011679587
KAJ8043927	XP_030847615
KAJ8043991	XP_030847303
KAJ8044087	XP_030847469
KAJ8044119	XP_011662833
KAJ8044183	XP_788335
KAJ8044215	XP_781168
KAJ8044439	XP_030855146
KAJ8044503	XP_030855457
KAJ8044535	XP_030854340
KAJ8044599	XP_799952
KAJ8044631	XP_030854182
KAJ8044663	XP_030854212
KAJ8044759	XP_011677526
KAJ8044791	XP_030855643
KAJ8044983	XP_001175788
KAJ8045079	XP_030854302
KAJ8045207	XP_030854875
KAJ8045303	XP_030854218
KAJ8045367	XP_030854486
KAJ8045431	XP_011679932
KAJ8045495	XP_030855241
KAJ8045559	NP_001073010
KAJ8045623	NP_999737
KAJ8045655	XP_030854358
KAJ8045687	XP_030855456
KAJ8045719	XP_030832049
KAJ8045847	XP_011682747
KAJ8045943	XP_030855470
KAJ8046039	XP_011677536
KAJ8046071	XP_030854853
KAJ8046263	XP_030856046
KAJ8046295	XP_001200727
KAJ8046647	XP_782458
KAJ8046679	XP_030856354
KAJ8046743	XP_030828681
KAJ8046807	XP_798448
KAJ8046871	XP_030828028
KAJ8046935	XP_030848923
KAJ8047127	NP_999704
KAJ8047159	XP_030853066
KAJ8047287	XP_799953
KAJ8047351	XP_003726267
KAJ8047383	XP_003726462
KAJ8047415	XP_011676400
KAJ8047607	XP_030828667
KAJ8047671	XP_791043
KAJ8047735	XP_030829229
KAJ8048183	XP_030849047
KAJ8048279	XP_030849368
KAJ8048503	XP_011661325
KAJ8048791	XP_011662462
KAJ8048855	XP_030849495
KAJ8048887	XP_030848488
KAJ8049655	XP_011677480
KAJ8049943	XP_030849374
KAJ8050839	XP_030850871
KAJ8017912	XP_030843946
KAJ8018744	XP_030849402
KAJ8019000	XP_030849678
KAJ8019416	XP_030829734
KAJ8019672	XP_030830538
KAJ8019704	XP_791945
KAJ8019832	XP_030830053
KAJ8019864	XP_030829988
KAJ8019928	XP_798058
KAJ8019960	XP_030829938
KAJ8019992	XP_030829964
KAJ8020088	XP_030830325
KAJ8020216	XP_011660379
KAJ8020248	XP_030830253
KAJ8020312	XP_030829907
KAJ8020344	XP_030829614
KAJ8020440	XP_030830888
KAJ8020504	XP_001185109
KAJ8020536	XP_780270
KAJ8020824	XP_030843393
KAJ8020920	XP_030830080
KAJ8021016	XP_783090
KAJ8021048	XP_030830149
KAJ8021176	XP_030829737
KAJ8021304	XP_030843352
KAJ8021368	XP_030843160
KAJ8021400	XP_030842841
KAJ8021464	XP_001179559
KAJ8021560	XP_793194
KAJ8021592	XP_030837668
KAJ8021624	XP_030842986
KAJ8021752	XP_030843184
KAJ8021912	XP_030838202
KAJ8022168	XP_030842864
KAJ8022200	XP_030838975
KAJ8022296	XP_030835564
KAJ8022392	XP_030834906
KAJ8022456	XP_030835162
KAJ8022584	XP_030835383
KAJ8022680	XP_011663070
KAJ8022776	XP_782344
KAJ8022936	XP_030835861
KAJ8023000	XP_030835354
KAJ8023256	XP_030844902
KAJ8023512	XP_030845525
KAJ8023544	XP_030844960
KAJ8023640	XP_030845238
KAJ8023864	XP_011681581
KAJ8023960	XP_030845228
KAJ8023992	XP_030845095
KAJ8024024	XP_030845249
KAJ8024216	XP_030845585
KAJ8024504	XP_030846209
KAJ8024568	XP_030846392
KAJ8024600	XP_011677594
KAJ8024696	XP_791287
KAJ8024792	XP_030833671
KAJ8024824	XP_003727463
KAJ8024920	XP_030848222
KAJ8025112	XP_030846162
KAJ8025144	XP_030855741
KAJ8025208	XP_790373
KAJ8025272	XP_030851345
KAJ8025400	XP_796221
KAJ8025432	XP_011676224
KAJ8025464	XP_030848667
KAJ8025496	XP_030841680
KAJ8025560	XP_030841171
KAJ8025592	XP_030841847
KAJ8025624	XP_030844456
KAJ8025848	XP_003724366
KAJ8025944	XP_030841590
KAJ8026040	XP_784341
KAJ8026104	XP_780864
KAJ8026200	XP_030841245
KAJ8026328	XP_030841509
KAJ8026552	XP_030835430
KAJ8026744	XP_011681234
KAJ8026776	XP_030850643
KAJ8026840	XP_011682220
KAJ8026968	XP_030847594
KAJ8027160	XP_784460
KAJ8027224	XP_794450
KAJ8027352	XP_030850561
KAJ8027416	XP_011681060
KAJ8027448	XP_003727559
KAJ8027512	XP_030850577
KAJ8027544	XP_787975
KAJ8027992	XP_030836664
KAJ8028120	XP_030837155
KAJ8028344	XP_030836758
KAJ8028472	XP_030837059
KAJ8028664	XP_030830923
KAJ8028888	XP_030832455
KAJ8028952	XP_787379
KAJ8029112	XP_030829158
KAJ8029144	XP_030851017
KAJ8029208	XP_030833126
KAJ8029304	XP_792326
KAJ8029496	XP_030833254
KAJ8029528	XP_786936
KAJ8029592	XP_030832717
KAJ8029688	XP_792505
KAJ8029720	XP_003725808
KAJ8029752	XP_799000
KAJ8029816	XP_030833053
KAJ8029944	XP_030833045
KAJ8029976	XP_787540
KAJ8030328	XP_030837738
KAJ8030616	XP_003723593
KAJ8030648	XP_003728258
KAJ8030808	XP_030837534
KAJ8030840	XP_781013
KAJ8030904	XP_030837648
KAJ8030936	NP_999639
KAJ8031064	XP_792213
KAJ8031128	XP_030837391
KAJ8031160	XP_030838476
KAJ8031192	XP_790028
KAJ8031352	XP_030837593
KAJ8031800	XP_001175486
KAJ8031896	XP_030846041
KAJ8032024	XP_003725491
KAJ8032280	XP_797370
KAJ8033016	XP_030839416
KAJ8033464	XP_030838768
KAJ8033656	XP_030838506
KAJ8033688	XP_030838931
KAJ8033848	XP_030838868
KAJ8033912	XP_796266
KAJ8034200	XP_030833512
KAJ8034232	XP_030828687
KAJ8034456	XP_030842601
KAJ8034552	XP_030833864
KAJ8034616	XP_785837
KAJ8035256	XP_794681
KAJ8035320	XP_780010
KAJ8035448	XP_003725895
KAJ8035512	XP_030856218
KAJ8035544	XP_011677478
KAJ8035640	XP_030836153
KAJ8035768	XP_787405
KAJ8035800	XP_030856222
KAJ8035864	XP_030828850
KAJ8036024	XP_011670014
KAJ8036056	XP_030829163
KAJ8036344	XP_030829383
KAJ8036408	XP_800782
KAJ8036504	XP_030855857
KAJ8036536	XP_030856221
KAJ8036600	XP_030827839
KAJ8036664	XP_030829430
KAJ8036696	XP_030849862
KAJ8036760	XP_030855192
KAJ8036888	XP_030840094
KAJ8037016	XP_796667
KAJ8037048	XP_030847703
KAJ8037112	XP_003730495
KAJ8037144	XP_030840081
KAJ8037176	XP_030840748
KAJ8037464	XP_030840034
KAJ8037496	XP_030840331
KAJ8037528	XP_030840527
KAJ8037560	NP_999780
KAJ8037592	XP_030840502
KAJ8037720	XP_001193089
KAJ8037784	XP_030840118
KAJ8037880	XP_782778
KAJ8037976	XP_030840928
KAJ8038072	XP_030840112
KAJ8038168	XP_788322
KAJ8038456	XP_030856345
KAJ8038520	XP_030840221
KAJ8038680	XP_030853911
KAJ8038744	XP_800415
KAJ8038872	XP_030854044
KAJ8039160	XP_030853934
KAJ8039256	XP_030853467
KAJ8039288	XP_003729579
KAJ8039384	XP_030852957
KAJ8039416	XP_030853374
KAJ8039448	XP_030853449
KAJ8039576	XP_030840390
KAJ8039704	XP_001201510
KAJ8039864	XP_030851501
KAJ8039992	XP_030852122
KAJ8040344	XP_789616
KAJ8040376	XP_003728347
KAJ8040504	XP_030851578
KAJ8040568	XP_784685
KAJ8040600	XP_003723998
KAJ8040632	XP_030851857
KAJ8040696	XP_030852748
KAJ8040760	XP_030852390
KAJ8041016	XP_030852686
KAJ8041176	XP_030831206
KAJ8041208	XP_030831042
KAJ8041368	XP_030831835
KAJ8041464	XP_030831783
KAJ8041560	XP_030831694
KAJ8041752	XP_781990
KAJ8041784	NP_001028821
KAJ8041816	XP_011681600
KAJ8041848	XP_030831160
KAJ8041912	XP_030831129
KAJ8042040	XP_030831289
KAJ8042104	XP_003726598
KAJ8042296	XP_030831126
KAJ8042328	XP_787115
KAJ8042360	XP_784775
KAJ8042424	XP_030847428
KAJ8042488	XP_030830981
KAJ8042520	XP_011681271
KAJ8042680	XP_030847665
KAJ8042744	XP_030847956
KAJ8042808	XP_030847533
KAJ8042872	XP_030848307
KAJ8042904	XP_011676376
KAJ8042936	XP_030828127
KAJ8043000	XP_030847489
KAJ8043128	XP_030848272
KAJ8043160	XP_003726290
KAJ8043320	XP_030847961
KAJ8043672	XP_030847704
KAJ8043768	XP_003726116
KAJ8043800	XP_030847311
KAJ8043832	XP_798265
KAJ8043896	XP_030846918
KAJ8043928	XP_030828541
KAJ8043992	XP_030836403
KAJ8044056	XP_030847561
KAJ8044088	XP_030830338
KAJ8044184	XP_030847613
KAJ8044376	XP_011667573
KAJ8044440	XP_785183
KAJ8044504	XP_030854452
KAJ8044632	XP_030854474
KAJ8044664	XP_030855385
KAJ8044792	XP_030855641
KAJ8044952	XP_030834468
KAJ8045048	XP_030854467
KAJ8045080	XP_030834460
KAJ8045144	XP_030854422
KAJ8045176	XP_001199619
KAJ8045272	XP_030854264
KAJ8045336	XP_030854651
KAJ8045368	XP_030854961
KAJ8045432	XP_030854909
KAJ8045560	XP_030854861
KAJ8045592	XP_030855130
KAJ8045656	XP_030854513
KAJ8045720	XP_791276
KAJ8045784	XP_030855309
KAJ8045976	XP_030854950
KAJ8046008	XP_030854466
KAJ8046040	XP_030854494
KAJ8046072	XP_791493
KAJ8046104	NP_999800
KAJ8046264	XP_030856045
KAJ8046360	XP_780014
KAJ8046392	XP_003725842
KAJ8046680	XP_030828088
KAJ8046712	XP_030854013
KAJ8047096	XP_030827956
KAJ8047128	XP_030827804
KAJ8047160	XP_030829263
KAJ8047256	XP_030827912
KAJ8047288	XP_782589
KAJ8047576	XP_030856216
KAJ8047608	XP_030855767
KAJ8047736	XP_030856332
KAJ8047768	XP_794320
KAJ8047864	XP_030828699
KAJ8048216	XP_003725533
KAJ8048280	XP_030849370
KAJ8049144	XP_030848608
KAJ8049208	XP_030848612
KAJ8049816	XP_030849417
KAJ8050392	XP_003727319
KAJ8017849	XP_011675919
KAJ8018297	XP_030833714
KAJ8018489	XP_030832667
KAJ8019545	XP_030830050
KAJ8019641	XP_030855393
KAJ8019673	XP_001185403
KAJ8019705	XP_011663427
KAJ8019737	XP_003724498
KAJ8019897	XP_030830027
KAJ8019961	XP_030830469
KAJ8020377	XP_792123
KAJ8020441	XP_030829802
KAJ8020473	XP_030830522
KAJ8020505	XP_011666599
KAJ8020569	XP_030829820
KAJ8020793	XP_030830791
KAJ8020953	XP_030830065
KAJ8021049	XP_030830823
KAJ8021081	XP_030832213
KAJ8021145	XP_030829735
KAJ8021177	XP_783281
KAJ8021305	XP_030854238
KAJ8021369	XP_030843097
KAJ8021529	XP_030842612
KAJ8021561	XP_030842866
KAJ8021593	XP_030842448
KAJ8021721	XP_030829546
KAJ8021753	XP_781407
KAJ8022073	XP_030833770
KAJ8022137	XP_030842505
KAJ8022169	XP_030842901
KAJ8022457	XP_781668
KAJ8022649	XP_030835814
KAJ8022681	XP_030835234
KAJ8022713	XP_030835910
KAJ8022905	XP_030834943
KAJ8022937	XP_003724459
KAJ8023257	XP_011667008
KAJ8023385	XP_030845614
KAJ8023417	XP_781218
KAJ8023641	XP_796340
KAJ8023897	XP_030845556
KAJ8024025	XP_030845358
KAJ8024057	XP_030845160
KAJ8024249	XP_011668984
KAJ8024505	XP_030848065
KAJ8024569	XP_030846143
KAJ8024729	XP_030846464
KAJ8024761	XP_030840980
KAJ8024825	XP_030845913
KAJ8024889	XP_030849353
KAJ8024921	XP_030846724
KAJ8024985	XP_795301
KAJ8025433	XP_782391
KAJ8025465	XP_788177
KAJ8025529	XP_030842085
KAJ8025593	XP_011670522
KAJ8025625	XP_030842197
KAJ8025657	XP_030841636
KAJ8025785	XP_030842090
KAJ8025849	XP_030841326
KAJ8025913	XP_030841287
KAJ8026009	XP_030828580
KAJ8026041	XP_011674708
KAJ8026073	XP_030841607
KAJ8026201	XP_003730299
KAJ8026233	XP_030841845
KAJ8026265	XP_030841373
KAJ8026297	XP_780853
KAJ8026329	XP_780302
KAJ8026425	XP_030850894
KAJ8026457	XP_011683175
KAJ8026489	XP_011682455
KAJ8026553	XP_030851079
KAJ8026585	XP_030846164
KAJ8026745	XP_003724561
KAJ8026777	XP_030828852
KAJ8026841	XP_030851742
KAJ8026937	XP_030850458
KAJ8026969	XP_796196
KAJ8027065	XP_030828448
KAJ8027129	XP_781139
KAJ8027161	XP_030850455
KAJ8027257	XP_795196
KAJ8027289	XP_030844190
KAJ8027417	XP_011664875
KAJ8027449	XP_030850528
KAJ8027481	XP_030851224
KAJ8027545	XP_030851824
KAJ8027769	XP_011681487
KAJ8027865	XP_030836419
KAJ8027897	XP_779912
KAJ8027993	XP_011681223
KAJ8028025	XP_030836032
KAJ8028089	XP_011661993
KAJ8028121	XP_030836623
KAJ8028185	XP_780038
KAJ8028345	XP_011672827
KAJ8028473	XP_796877
KAJ8028633	XP_003724644
KAJ8028697	XP_030836491
KAJ8028761	XP_030829825
KAJ8028793	XP_030842967
KAJ8028953	XP_786655
KAJ8028985	XP_030832187
KAJ8029081	XP_003727107
KAJ8029113	XP_011661303
KAJ8029145	XP_785451
KAJ8029209	XP_011670236
KAJ8029305	XP_787406
KAJ8029337	XP_030832160
KAJ8029497	XP_030832901
KAJ8029561	XP_003730166
KAJ8029625	XP_030833305
KAJ8029849	XP_030832816
KAJ8029945	XP_030832806
KAJ8030265	XP_011664202
KAJ8030329	XP_030837725
KAJ8030521	XP_003723986
KAJ8030585	XP_030839591
KAJ8030649	XP_030838298
KAJ8030745	XP_030854631
KAJ8030777	XP_030837926
KAJ8030809	XP_030838068
KAJ8030841	XP_001198150
KAJ8030969	XP_030837917
KAJ8031065	XP_784444
KAJ8031161	XP_030837665
KAJ8031225	XP_030838039
KAJ8031385	XP_793197
KAJ8031673	XP_030844159
KAJ8031865	XP_030843753
KAJ8031897	XP_001196148
KAJ8032025	XP_030844392
KAJ8032537	XP_030843657
KAJ8032985	XP_030838502
KAJ8033017	XP_030838842
KAJ8047170	XP_030828226
KAJ8047266	XP_030828024
KAJ8047298	XP_783048
KAJ8047458	XP_780497
KAJ8047522	XP_794891
KAJ8047650	XP_030829097
KAJ8047746	XP_030838500
KAJ8047778	XP_797601
KAJ8039170	XP_030833514
KAJ8039298	XP_011664913
KAJ8039426	XP_030853675
KAJ8038210	NP_999834
KAJ8038402	XP_011668857
KAJ8038498	XP_785095
KAJ8036290	XP_030855905
KAJ8036514	XP_030828522
KAJ8036546	XP_030856132
KAJ8028431	XP_030836291
KAJ8028495	NP_999708
KAJ8028559	XP_030836094
KAJ8028591	XP_030836408
KAJ8028623	XP_780710
KAJ8026671	XP_030850220
KAJ8026735	XP_030850808
KAJ8026767	XP_030850416
KAJ8025871	XP_783008
KAJ8025903	XP_011661670
KAJ8025935	XP_030841408
KAJ8025999	XP_030828507
