HOLleu_40989	MGLB19768
HOLleu_21847	MGLB03729
HOLleu_22461	MGLB03867
HOLleu_19298	MGLB11903
HOLleu_19336	MGLB12454
HOLleu_19379	MGLB11428
HOLleu_19543	MGLB11093
HOLleu_19582	MGLB11143
HOLleu_19880	MGLB12003
HOLleu_19919	MGLB12123
HOLleu_20037	MGLB11339
HOLleu_20129	MGLB07588
HOLleu_20246	MGLB11226
HOLleu_20619	MGLB11385
HOLleu_20706	MGLB11490
HOLleu_17545	MGLB00991
HOLleu_17724	MGLB00926
HOLleu_17767	MGLB00650
HOLleu_17813	MGLB00315
HOLleu_17889	MGLB00320
HOLleu_17924	MGLB00487
HOLleu_17968	MGLB00743
HOLleu_18009	MGLB00614
HOLleu_18169	MGLB00479
HOLleu_18207	MGLB01011
HOLleu_18278	MGLB00873
HOLleu_18360	MGLB00816
HOLleu_18402	MGLB01179
HOLleu_18489	MGLB00602
HOLleu_18572	MGLB00945
HOLleu_19083	MGLB01204
HOLleu_19169	MGLB00729
HOLleu_15637	MGLB05951
HOLleu_15677	MGLB13657
HOLleu_15967	MGLB13235
HOLleu_16300	MGLB10043
HOLleu_16386	MGLB13422
HOLleu_16426	MGLB13489
HOLleu_16537	MGLB13777
HOLleu_16576	MGLB13629
HOLleu_16791	MGLB13714
HOLleu_16911	MGLB13067
HOLleu_16952	MGLB13151
HOLleu_17130	MGLB13192
HOLleu_17171	MGLB13669
HOLleu_17257	MGLB08315
HOLleu_17337	MGLB13248
HOLleu_13790	MGLB20627
HOLleu_13956	MGLB20432
HOLleu_14283	MGLB20713
HOLleu_14604	MGLB13007
HOLleu_14855	MGLB20415
HOLleu_14938	MGLB20440
HOLleu_14976	MGLB20704
HOLleu_15154	MGLB20949
HOLleu_15191	MGLB20424
HOLleu_15324	MGLB10321
HOLleu_11739	MGLB08428
HOLleu_11878	MGLB09005
HOLleu_11992	MGLB08931
HOLleu_12088	MGLB05154
HOLleu_12204	MGLB13591
HOLleu_12242	MGLB09278
HOLleu_12286	MGLB09248
HOLleu_12655	MGLB08626
HOLleu_12728	MGLB08857
HOLleu_12768	MGLB08572
HOLleu_12802	MGLB08570
HOLleu_12842	MGLB09021
HOLleu_12884	MGLB09180
HOLleu_12968	MGLB08429
HOLleu_13091	MGLB08666
HOLleu_13200	MGLB08553
HOLleu_13315	MGLB09214
HOLleu_13472	MGLB08592
HOLleu_13518	MGLB08786
HOLleu_13554	MGLB08382
HOLleu_09544	MGLB07843
HOLleu_09587	MGLB07700
HOLleu_09664	MGLB07948
HOLleu_09702	MGLB07718
HOLleu_09824	MGLB07684
HOLleu_09867	MGLB07061
HOLleu_10089	MGLB07564
HOLleu_10130	MGLB07764
HOLleu_10348	MGLB15283
HOLleu_10442	MGLB07920
HOLleu_10910	MGLB15891
HOLleu_11105	MGLB12954
HOLleu_11243	MGLB07195
HOLleu_11324	MGLB07063
HOLleu_11452	MGLB07222
HOLleu_11497	MGLB07571
HOLleu_11571	MGLB07634
HOLleu_11609	MGLB11457
HOLleu_07192	MGLB16638
HOLleu_07232	MGLB16282
HOLleu_07268	MGLB17040
HOLleu_07313	MGLB16567
HOLleu_07384	MGLB16219
HOLleu_07455	MGLB07961
HOLleu_07602	MGLB17235
HOLleu_07647	MGLB16519
HOLleu_07895	MGLB16724
HOLleu_08009	MGLB17503
HOLleu_08161	MGLB17277
HOLleu_08286	MGLB16264
HOLleu_08364	MGLB16112
HOLleu_08442	MGLB16497
HOLleu_08515	MGLB16085
HOLleu_08592	MGLB16569
HOLleu_08666	MGLB16767
HOLleu_08700	MGLB16521
HOLleu_08737	MGLB16422
HOLleu_08909	MGLB03679
HOLleu_08949	MGLB16514
HOLleu_09065	MGLB16607
HOLleu_09197	MGLB16450
HOLleu_09246	MGLB16119
HOLleu_04882	MGLB11758
HOLleu_05400	MGLB19851
HOLleu_05442	MGLB11184
HOLleu_05522	MGLB11865
HOLleu_05601	MGLB11747
HOLleu_05697	MGLB12129
HOLleu_05781	MGLB14200
HOLleu_06034	MGLB11045
HOLleu_06079	MGLB12595
HOLleu_06256	MGLB12029
HOLleu_06332	MGLB11951
HOLleu_06648	MGLB11239
HOLleu_06722	MGLB18981
HOLleu_06806	MGLB11274
HOLleu_00385	MGLB13819
HOLleu_00532	MGLB14258
HOLleu_00573	MGLB13954
HOLleu_00845	MGLB14368
HOLleu_01253	MGLB01828
HOLleu_01330	MGLB14129
HOLleu_01387	MGLB13932
HOLleu_02493	MGLB18500
HOLleu_02914	MGLB13896
HOLleu_04190	MGLB01531
HOLleu_43396	MGLB19907
HOLleu_42677	MGLB18971
HOLleu_41000	MGLB19425
HOLleu_41346	MGLB19278
HOLleu_41391	MGLB19660
HOLleu_41490	MGLB19357
HOLleu_41586	MGLB19652
HOLleu_41631	MGLB19027
HOLleu_41717	MGLB19755
HOLleu_41753	MGLB19320
HOLleu_41808	MGLB19716
HOLleu_41935	MGLB19918
HOLleu_39746	MGLB18983
HOLleu_39793	MGLB19179
HOLleu_39876	MGLB19217
HOLleu_39915	MGLB19052
HOLleu_40028	MGLB19025
HOLleu_40112	MGLB20025
HOLleu_40151	MGLB06025
HOLleu_40438	MGLB00499
HOLleu_40519	MGLB19145
HOLleu_40641	MGLB19167
HOLleu_40770	MGLB19528
HOLleu_40807	MGLB19499
HOLleu_40968	MGLB19796
HOLleu_38463	MGLB18413
HOLleu_38541	MGLB18530
HOLleu_38581	MGLB18731
HOLleu_38678	MGLB18550
HOLleu_38805	MGLB18531
HOLleu_38839	MGLB18667
HOLleu_38882	MGLB18393
HOLleu_39043	MGLB18312
HOLleu_39203	MGLB14832
HOLleu_39249	MGLB18493
HOLleu_39580	MGLB18386
HOLleu_37151	MGLB10884
HOLleu_37275	MGLB04068
HOLleu_37355	MGLB10597
HOLleu_37529	MGLB10501
HOLleu_37647	MGLB10751
HOLleu_37765	MGLB10748
HOLleu_37931	MGLB10759
HOLleu_37981	MGLB10603
HOLleu_38054	MGLB10796
HOLleu_35975	MGLB05025
HOLleu_36135	MGLB17638
HOLleu_36302	MGLB17849
HOLleu_36428	MGLB17830
HOLleu_36546	MGLB05166
HOLleu_36589	MGLB17558
HOLleu_36630	MGLB17727
HOLleu_36881	MGLB17714
HOLleu_34428	MGLB15481
HOLleu_34509	MGLB15922
HOLleu_34673	MGLB15260
HOLleu_34802	MGLB03571
HOLleu_34974	MGLB15553
HOLleu_35225	MGLB15215
HOLleu_35266	MGLB11394
HOLleu_35304	MGLB15356
HOLleu_35350	MGLB15879
HOLleu_35436	MGLB01741
HOLleu_32946	MGLB05727
HOLleu_32982	MGLB04894
HOLleu_33029	MGLB04074
HOLleu_33071	MGLB04584
HOLleu_33149	MGLB04159
HOLleu_33187	MGLB04842
HOLleu_33233	MGLB04331
HOLleu_33656	MGLB04462
HOLleu_33774	MGLB04696
HOLleu_33848	MGLB04311
HOLleu_33979	MGLB04952
HOLleu_34140	MGLB04889
HOLleu_31319	MGLB12933
HOLleu_31414	MGLB10330
HOLleu_31666	MGLB01647
HOLleu_31709	MGLB01322
HOLleu_31790	MGLB02491
HOLleu_31956	MGLB20056
HOLleu_32219	MGLB02195
HOLleu_32306	MGLB01650
HOLleu_32434	MGLB06881
HOLleu_32478	MGLB02037
HOLleu_32552	MGLB01572
HOLleu_32593	MGLB01861
HOLleu_32672	MGLB01837
HOLleu_32712	MGLB01852
HOLleu_30110	MGLB02617
HOLleu_30267	MGLB03181
HOLleu_30548	MGLB02508
HOLleu_30708	MGLB03205
HOLleu_30969	MGLB08519
HOLleu_28140	MGLB05936
HOLleu_28214	MGLB05867
HOLleu_28435	MGLB11013
HOLleu_28473	MGLB01533
HOLleu_28546	MGLB06843
HOLleu_28667	MGLB06109
HOLleu_28904	MGLB06049
HOLleu_28942	MGLB06676
HOLleu_29028	MGLB01320
HOLleu_29144	MGLB05983
HOLleu_29184	MGLB06277
HOLleu_29226	MGLB06745
HOLleu_29310	MGLB05432
HOLleu_29480	MGLB06070
HOLleu_29530	MGLB06297
HOLleu_26706	MGLB14777
HOLleu_27333	MGLB08272
HOLleu_27372	MGLB14873
HOLleu_27449	MGLB14474
HOLleu_27487	MGLB14444
HOLleu_27669	MGLB14903
HOLleu_27757	MGLB14683
HOLleu_27804	MGLB14435
HOLleu_27840	MGLB02563
HOLleu_28058	MGLB14461
HOLleu_25114	MGLB05544
HOLleu_25253	MGLB05724
HOLleu_25426	MGLB05786
HOLleu_25766	MGLB05322
HOLleu_25925	MGLB18293
HOLleu_26087	MGLB05672
HOLleu_22967	MGLB09411
HOLleu_23133	MGLB09590
HOLleu_23330	MGLB18274
HOLleu_23372	MGLB09488
HOLleu_23713	MGLB09359
HOLleu_23969	MGLB09692
HOLleu_24016	MGLB10066
HOLleu_24215	MGLB09512
HOLleu_24294	MGLB00082
HOLleu_20940	MGLB10969
HOLleu_21306	MGLB16452
HOLleu_21438	MGLB03979
HOLleu_21528	MGLB03615
HOLleu_22420	MGLB06965
HOLleu_22504	MGLB04012
HOLleu_22676	MGLB03653
HOLleu_19220	MGLB11548
HOLleu_19256	MGLB11197
HOLleu_19380	MGLB12907
HOLleu_19544	MGLB11188
HOLleu_19584	MGLB11756
HOLleu_19673	MGLB11860
HOLleu_19881	MGLB12660
HOLleu_20293	MGLB11000
HOLleu_20369	MGLB11557
HOLleu_20503	MGLB11090
HOLleu_20543	MGLB11228
HOLleu_20620	MGLB12707
HOLleu_20707	MGLB11272
HOLleu_20787	MGLB11695
HOLleu_17392	MGLB00327
HOLleu_17546	MGLB00648
HOLleu_17725	MGLB01172
HOLleu_17768	MGLB01115
HOLleu_17851	MGLB00593
HOLleu_17891	MGLB00238
HOLleu_17925	MGLB00311
HOLleu_18280	MGLB00507
HOLleu_18323	MGLB01194
HOLleu_18361	MGLB01216
HOLleu_18403	MGLB01046
HOLleu_18441	MGLB01168
HOLleu_18611	MGLB01044
HOLleu_18685	MGLB00566
HOLleu_18813	MGLB00978
HOLleu_18931	MGLB00236
HOLleu_19048	MGLB00725
HOLleu_19170	MGLB00656
HOLleu_15887	MGLB12494
HOLleu_15968	MGLB13157
HOLleu_16172	MGLB13140
HOLleu_16254	MGLB13131
HOLleu_16427	MGLB13193
HOLleu_16792	MGLB13295
HOLleu_16953	MGLB13043
HOLleu_17085	MGLB13313
HOLleu_17131	MGLB13715
HOLleu_17172	MGLB13397
HOLleu_17299	MGLB09449
HOLleu_17338	MGLB13308
HOLleu_13791	MGLB20994
HOLleu_14001	MGLB20532
HOLleu_14171	MGLB20418
HOLleu_14605	MGLB20489
HOLleu_14646	MGLB20510
HOLleu_14817	MGLB20333
HOLleu_14894	MGLB17768
HOLleu_14939	MGLB20938
HOLleu_14977	MGLB20478
HOLleu_15065	MGLB20813
HOLleu_15155	MGLB20575
HOLleu_11916	MGLB08503
HOLleu_11951	MGLB08487
HOLleu_12168	MGLB09023
HOLleu_12287	MGLB09145
HOLleu_12371	MGLB08781
HOLleu_12417	MGLB08623
HOLleu_12656	MGLB09227
HOLleu_12691	MGLB09300
HOLleu_12729	MGLB09324
HOLleu_12769	MGLB08820
HOLleu_12845	MGLB08399
HOLleu_12969	MGLB07896
HOLleu_13006	MGLB08827
HOLleu_13092	MGLB09052
HOLleu_13316	MGLB08606
HOLleu_13350	MGLB02569
HOLleu_13390	MGLB08909
HOLleu_13473	MGLB07471
HOLleu_13519	MGLB09174
HOLleu_13555	MGLB09007
HOLleu_13591	MGLB08705
HOLleu_09501	MGLB07521
HOLleu_09588	MGLB07975
HOLleu_09665	MGLB07255
HOLleu_09746	MGLB07641
HOLleu_09786	MGLB07194
HOLleu_09826	MGLB07901
HOLleu_09907	MGLB07470
HOLleu_10090	MGLB08050
HOLleu_10131	MGLB07058
HOLleu_10349	MGLB07819
HOLleu_10873	MGLB07033
HOLleu_11022	MGLB07518
HOLleu_11106	MGLB12970
HOLleu_11200	MGLB08056
HOLleu_11246	MGLB11889
HOLleu_11325	MGLB02819
HOLleu_11453	MGLB19257
HOLleu_11572	MGLB07516
HOLleu_07108	MGLB17523
HOLleu_07193	MGLB17007
HOLleu_07269	MGLB17174
HOLleu_07421	MGLB16457
HOLleu_07456	MGLB16252
HOLleu_07648	MGLB17066
HOLleu_07857	MGLB16070
HOLleu_07972	MGLB16390
HOLleu_08011	MGLB16449
HOLleu_08249	MGLB16669
HOLleu_08326	MGLB19009
HOLleu_08368	MGLB16552
HOLleu_08443	MGLB16867
HOLleu_08516	MGLB16047
HOLleu_08593	MGLB16102
HOLleu_08630	MGLB17291
HOLleu_08701	MGLB16782
HOLleu_08780	MGLB17533
HOLleu_08865	MGLB17058
HOLleu_09114	MGLB16894
HOLleu_09156	MGLB16536
HOLleu_09199	MGLB16905
HOLleu_09247	MGLB16976
HOLleu_09285	MGLB17315
HOLleu_04883	MGLB11730
HOLleu_05008	MGLB12614
HOLleu_05046	MGLB12343
HOLleu_05356	MGLB12490
HOLleu_05443	MGLB12229
HOLleu_05479	MGLB12011
HOLleu_06035	MGLB11895
HOLleu_06081	MGLB11480
HOLleu_06174	MGLB18236
HOLleu_06218	MGLB11542
HOLleu_06257	MGLB12363
HOLleu_06444	MGLB09018
HOLleu_06610	MGLB11462
HOLleu_06649	MGLB12613
HOLleu_06809	MGLB11867
HOLleu_06855	MGLB11054
HOLleu_06983	MGLB12246
HOLleu_00442	MGLB14291
HOLleu_00533	MGLB14396
HOLleu_00847	MGLB14407
HOLleu_01754	MGLB14024
HOLleu_01837	MGLB14343
HOLleu_02730	MGLB14208
HOLleu_43493	MGLB05997
HOLleu_30974	MGLB02693
HOLleu_31011	MGLB02553
HOLleu_28105	MGLB13654
HOLleu_28218	MGLB06344
HOLleu_28263	MGLB06445
HOLleu_28303	MGLB06127
HOLleu_28397	MGLB06190
HOLleu_28440	MGLB06001
HOLleu_28478	MGLB06671
HOLleu_28589	MGLB05944
HOLleu_28631	MGLB06454
HOLleu_28673	MGLB06615
HOLleu_28868	MGLB05876
HOLleu_28994	MGLB06325
HOLleu_29032	MGLB06776
HOLleu_29070	MGLB05920
HOLleu_29108	MGLB06546
HOLleu_29231	MGLB06599
HOLleu_29362	MGLB06177
HOLleu_34474	MGLB10101
HOLleu_34811	MGLB15338
HOLleu_34851	MGLB15859
HOLleu_34937	MGLB16015
HOLleu_35192	MGLB15873
HOLleu_35270	MGLB18942
HOLleu_35441	MGLB15698
HOLleu_35482	MGLB01352
HOLleu_32912	MGLB07501
HOLleu_32950	MGLB04742
HOLleu_32987	MGLB04286
HOLleu_33117	MGLB04444
HOLleu_36058	MGLB17928
HOLleu_36269	MGLB17716
HOLleu_36554	MGLB19389
HOLleu_36636	MGLB17976
HOLleu_36843	MGLB06895
HOLleu_37896	MGLB10315
HOLleu_37985	MGLB10483
HOLleu_38058	MGLB10846
HOLleu_38103	MGLB10574
HOLleu_38184	MGLB10494
HOLleu_38306	MGLB10293
HOLleu_37240	MGLB10601
HOLleu_37282	MGLB10252
HOLleu_39421	MGLB18453
HOLleu_39466	MGLB18602
HOLleu_39549	MGLB18276
HOLleu_39585	MGLB18214
HOLleu_39618	MGLB18211
HOLleu_37113	MGLB10451
HOLleu_37156	MGLB10823
HOLleu_39165	MGLB18431
HOLleu_38929	MGLB18804
HOLleu_38547	MGLB18864
HOLleu_40973	MGLB19759
HOLleu_15554	MGLB13172
HOLleu_15819	MGLB00195
HOLleu_16180	MGLB13460
HOLleu_21037	MGLB03695
HOLleu_21080	MGLB03895
HOLleu_21218	MGLB03804
HOLleu_21938	MGLB03528
HOLleu_19229	MGLB12812
HOLleu_19309	MGLB12266
HOLleu_27088	MGLB14692
HOLleu_27125	MGLB14749
HOLleu_27245	MGLB14867
HOLleu_09169	MGLB16560
HOLleu_09212	MGLB16207
HOLleu_04820	MGLB11325
HOLleu_04857	MGLB04530
HOLleu_04934	MGLB12290
HOLleu_05020	MGLB11496
HOLleu_05184	MGLB12532
HOLleu_05224	MGLB12509
HOLleu_05326	MGLB11979
HOLleu_05369	MGLB12083
HOLleu_05752	MGLB11391
HOLleu_06007	MGLB12539
HOLleu_06094	MGLB11777
HOLleu_11035	MGLB07370
HOLleu_11078	MGLB07054
HOLleu_11171	MGLB07509
HOLleu_11468	MGLB07435
HOLleu_10008	MGLB07459
HOLleu_10101	MGLB13168
HOLleu_10187	MGLB07881
HOLleu_13529	MGLB08864
HOLleu_09384	MGLB07615
HOLleu_41774	MGLB19047
HOLleu_41873	MGLB19655
HOLleu_41954	MGLB19653
HOLleu_39765	MGLB18993
HOLleu_39852	MGLB19309
HOLleu_39893	MGLB19957
HOLleu_40087	MGLB19373
HOLleu_40251	MGLB19705
HOLleu_40294	MGLB01490
HOLleu_40536	MGLB19846
HOLleu_40576	MGLB19819
HOLleu_40620	MGLB20034
HOLleu_38483	MGLB00019
HOLleu_38520	MGLB14333
HOLleu_38560	MGLB18509
HOLleu_38601	MGLB18213
HOLleu_38783	MGLB18302
HOLleu_24405	MGLB09578
HOLleu_39575	MGLB18184
HOLleu_39647	MGLB18127
HOLleu_37268	MGLB10758
HOLleu_40762	MGLB19277
HOLleu_36429	MGLB10953
HOLleu_36468	MGLB12771
HOLleu_36631	MGLB17855
HOLleu_36757	MGLB01967
HOLleu_36882	MGLB17869
HOLleu_36930	MGLB08922
HOLleu_34429	MGLB15752
HOLleu_34510	MGLB15340
HOLleu_34725	MGLB15421
HOLleu_34765	MGLB01062
HOLleu_34803	MGLB15438
HOLleu_34848	MGLB15304
HOLleu_34933	MGLB15618
HOLleu_34975	MGLB15584
HOLleu_35060	MGLB15475
HOLleu_35145	MGLB18308
HOLleu_35305	MGLB15197
HOLleu_32983	MGLB04458
HOLleu_33030	MGLB04437
HOLleu_33113	MGLB04347
HOLleu_33188	MGLB04700
HOLleu_33234	MGLB04664
HOLleu_33275	MGLB04376
HOLleu_33435	MGLB04908
HOLleu_33521	MGLB04660
HOLleu_33613	MGLB04718
HOLleu_33733	MGLB04576
HOLleu_33775	MGLB04976
HOLleu_33981	MGLB04120
HOLleu_34026	MGLB04748
HOLleu_34059	MGLB04911
HOLleu_34103	MGLB04371
HOLleu_34141	MGLB04225
HOLleu_31237	MGLB01528
HOLleu_31279	MGLB01994
HOLleu_31320	MGLB09273
HOLleu_31415	MGLB02465
HOLleu_31668	MGLB19093
HOLleu_31710	MGLB11810
HOLleu_31791	MGLB01629
HOLleu_31911	MGLB02045
HOLleu_31957	MGLB02054
HOLleu_32099	MGLB01549
HOLleu_32139	MGLB01738
HOLleu_32179	MGLB02221
HOLleu_32220	MGLB02492
HOLleu_32355	MGLB01895
HOLleu_32553	MGLB02227
HOLleu_32634	MGLB02409
HOLleu_32673	MGLB01580
HOLleu_32713	MGLB01712
HOLleu_29938	MGLB03154
HOLleu_29982	MGLB02651
HOLleu_30111	MGLB11068
HOLleu_30147	MGLB02977
HOLleu_30224	MGLB15043
HOLleu_30268	MGLB02595
HOLleu_30352	MGLB03210
HOLleu_30551	MGLB02521
HOLleu_30709	MGLB02989
HOLleu_30930	MGLB02733
HOLleu_31007	MGLB02526
HOLleu_28215	MGLB06370
HOLleu_28260	MGLB05943
HOLleu_28394	MGLB06276
HOLleu_28436	MGLB05823
HOLleu_28475	MGLB05905
HOLleu_28547	MGLB05851
HOLleu_28668	MGLB05830
HOLleu_28708	MGLB06441
HOLleu_28865	MGLB06700
HOLleu_28991	MGLB06770
HOLleu_29067	MGLB05829
HOLleu_29359	MGLB06387
HOLleu_29482	MGLB06270
HOLleu_26629	MGLB14616
HOLleu_26707	MGLB14696
HOLleu_26968	MGLB00101
HOLleu_27041	MGLB09691
HOLleu_27119	MGLB14533
HOLleu_27239	MGLB16631
HOLleu_27280	MGLB14682
HOLleu_27335	MGLB14431
HOLleu_27373	MGLB14701
HOLleu_27539	MGLB14858
HOLleu_27670	MGLB14626
HOLleu_27805	MGLB14807
HOLleu_27886	MGLB00109
HOLleu_28060	MGLB14629
HOLleu_24560	MGLB05361
HOLleu_24937	MGLB05775
HOLleu_25208	MGLB05270
HOLleu_25254	MGLB20081
HOLleu_25387	MGLB00555
HOLleu_25427	MGLB05716
HOLleu_26088	MGLB05545
HOLleu_22968	MGLB16537
HOLleu_23090	MGLB05029
HOLleu_23135	MGLB09456
HOLleu_23215	MGLB10032
HOLleu_23253	MGLB10080
HOLleu_23333	MGLB09640
HOLleu_12891	MGLB08701
HOLleu_12932	MGLB08549
HOLleu_13055	MGLB09031
HOLleu_13096	MGLB08779
HOLleu_13130	MGLB08537
HOLleu_13244	MGLB09182
HOLleu_13320	MGLB08908
HOLleu_13355	MGLB09177
HOLleu_13396	MGLB08681
HOLleu_13523	MGLB08874
HOLleu_13559	MGLB08976
HOLleu_11958	MGLB08774
HOLleu_12003	MGLB08816
HOLleu_12292	MGLB08891
HOLleu_14573	MGLB20334
HOLleu_14861	MGLB18175
HOLleu_02192	MGLB13971
HOLleu_00014	MGLB14403
HOLleu_06908	MGLB11921
HOLleu_38030	MGLB05679
HOLleu_38153	MGLB10515
HOLleu_37410	MGLB10830
HOLleu_38739	MGLB18911
HOLleu_28453	MGLB06141
HOLleu_28527	MGLB06442
HOLleu_28723	MGLB06342
HOLleu_28797	MGLB19974
HOLleu_28835	MGLB06537
HOLleu_28962	MGLB06131
HOLleu_29006	MGLB06783
HOLleu_29121	MGLB06384
HOLleu_29204	MGLB06434
HOLleu_29288	MGLB01870
HOLleu_18517	MGLB00880
HOLleu_18558	MGLB00304
HOLleu_11050	MGLB07078
HOLleu_11183	MGLB07773
HOLleu_11273	MGLB07576
HOLleu_11311	MGLB08022
HOLleu_11393	MGLB08290
HOLleu_11440	MGLB07044
HOLleu_11523	MGLB07817
HOLleu_11595	MGLB07295
HOLleu_11638	MGLB00166
HOLleu_11682	MGLB07622
HOLleu_07057	MGLB16404
HOLleu_07132	MGLB18507
HOLleu_07171	MGLB16136
HOLleu_07217	MGLB17170
HOLleu_18814	MGLB00529
HOLleu_18855	MGLB01002
HOLleu_19088	MGLB00804
HOLleu_15717	MGLB13444
HOLleu_16083	MGLB13663
HOLleu_16173	MGLB13177
HOLleu_16255	MGLB13485
HOLleu_16303	MGLB13479
HOLleu_16751	MGLB13080
HOLleu_16793	MGLB13790
HOLleu_16834	MGLB13117
HOLleu_16954	MGLB13158
HOLleu_17086	MGLB13366
HOLleu_17173	MGLB13317
HOLleu_17217	MGLB13361
HOLleu_17259	MGLB07182
HOLleu_17339	MGLB13450
HOLleu_14048	MGLB20868
HOLleu_14285	MGLB20235
HOLleu_14447	MGLB20448
HOLleu_14606	MGLB20937
HOLleu_14691	MGLB20605
HOLleu_14735	MGLB20831
HOLleu_14857	MGLB20905
HOLleu_15192	MGLB20260
HOLleu_15371	MGLB03763
HOLleu_11742	MGLB08957
HOLleu_11796	MGLB16872
HOLleu_11917	MGLB09186
HOLleu_11995	MGLB09254
HOLleu_12169	MGLB09090
HOLleu_12289	MGLB09199
HOLleu_12372	MGLB09100
HOLleu_12542	MGLB09153
HOLleu_12579	MGLB08493
HOLleu_12613	MGLB08836
HOLleu_12692	MGLB08948
HOLleu_12929	MGLB08482
HOLleu_13007	MGLB09238
HOLleu_13093	MGLB09124
HOLleu_13127	MGLB08577
HOLleu_13241	MGLB09293
HOLleu_13391	MGLB09136
HOLleu_13436	MGLB13050
HOLleu_13520	MGLB19033
HOLleu_09410	MGLB07237
HOLleu_09462	MGLB07024
HOLleu_09502	MGLB07390
HOLleu_09633	MGLB07246
HOLleu_09666	MGLB07116
HOLleu_09909	MGLB07144
HOLleu_09958	MGLB07325
HOLleu_10044	MGLB02751
HOLleu_10786	MGLB07350
HOLleu_10874	MGLB08030
HOLleu_11068	MGLB08033
HOLleu_11107	MGLB07550
HOLleu_11202	MGLB07474
HOLleu_11456	MGLB11781
HOLleu_11501	MGLB07706
HOLleu_11573	MGLB07223
HOLleu_07036	MGLB16893
HOLleu_07109	MGLB16205
HOLleu_07194	MGLB16930
HOLleu_07235	MGLB16815
HOLleu_07315	MGLB17192
HOLleu_07386	MGLB16684
HOLleu_07422	MGLB17186
HOLleu_07605	MGLB16766
HOLleu_07692	MGLB01104
HOLleu_07897	MGLB16482
HOLleu_08046	MGLB16300
HOLleu_08125	MGLB16110
HOLleu_08165	MGLB16253
HOLleu_08207	MGLB16783
HOLleu_08250	MGLB16192
HOLleu_08288	MGLB16729
HOLleu_08408	MGLB17536
HOLleu_08444	MGLB16326
HOLleu_08517	MGLB17006
HOLleu_08594	MGLB16069
HOLleu_08702	MGLB16140
HOLleu_08740	MGLB16359
HOLleu_08824	MGLB17016
HOLleu_08951	MGLB17295
HOLleu_08989	MGLB16702
HOLleu_09067	MGLB16163
HOLleu_09157	MGLB16689
HOLleu_09201	MGLB16941
HOLleu_09248	MGLB16967
HOLleu_04846	MGLB11434
HOLleu_04884	MGLB12739
HOLleu_04967	MGLB13687
HOLleu_05009	MGLB12367
HOLleu_05089	MGLB11828
HOLleu_05256	MGLB11204
HOLleu_05357	MGLB12094
HOLleu_05563	MGLB00684
HOLleu_06036	MGLB12716
HOLleu_06219	MGLB11596
HOLleu_06370	MGLB12397
HOLleu_06445	MGLB12410
HOLleu_06810	MGLB12114
HOLleu_06943	MGLB11786
HOLleu_00050	MGLB14278
HOLleu_02685	MGLB08964
HOLleu_04539	MGLB05771
HOLleu_43300	MGLB17874
HOLleu_41142	MGLB18994
HOLleu_41184	MGLB19092
HOLleu_41348	MGLB19855
HOLleu_41393	MGLB19600
HOLleu_41439	MGLB19210
HOLleu_41633	MGLB19517
HOLleu_41680	MGLB19556
HOLleu_41755	MGLB19141
HOLleu_41810	MGLB00781
HOLleu_41938	MGLB18977
HOLleu_39748	MGLB19954
HOLleu_39879	MGLB19715
HOLleu_39917	MGLB19642
HOLleu_40115	MGLB19619
HOLleu_40154	MGLB06581
HOLleu_40318	MGLB19703
HOLleu_40478	MGLB19489
HOLleu_40524	MGLB19850
HOLleu_40601	MGLB19165
HOLleu_40809	MGLB19644
HOLleu_40888	MGLB15474
HOLleu_40933	MGLB19129
HOLleu_38543	MGLB18166
HOLleu_38584	MGLB18648
HOLleu_38807	MGLB18673
HOLleu_38885	MGLB18895
HOLleu_39163	MGLB18251
HOLleu_39251	MGLB18631
HOLleu_39419	MGLB18867
HOLleu_39582	MGLB18280
HOLleu_39616	MGLB18371
HOLleu_37111	MGLB10234
HOLleu_37279	MGLB10386
HOLleu_37358	MGLB10346
HOLleu_37399	MGLB10675
HOLleu_37613	MGLB10242
HOLleu_37649	MGLB10744
HOLleu_37691	MGLB10899
HOLleu_37894	MGLB10812
HOLleu_37983	MGLB10881
HOLleu_38056	MGLB10657
HOLleu_35816	MGLB17826
HOLleu_35862	MGLB17892
HOLleu_35900	MGLB17930
HOLleu_36137	MGLB17693
HOLleu_36267	MGLB01050
HOLleu_36383	MGLB06903
HOLleu_36551	MGLB17702
HOLleu_36633	MGLB17943
HOLleu_36758	MGLB17758
HOLleu_36804	MGLB17940
HOLleu_34240	MGLB15636
HOLleu_34351	MGLB15881
HOLleu_34389	MGLB15268
HOLleu_34431	MGLB15420
HOLleu_34511	MGLB15188
HOLleu_34547	MGLB15577
HOLleu_34631	MGLB15258
HOLleu_34805	MGLB00340
HOLleu_34849	MGLB15877
HOLleu_35061	MGLB15179
HOLleu_35189	MGLB15801
HOLleu_35268	MGLB15769
HOLleu_35306	MGLB15543
HOLleu_32909	MGLB04491
HOLleu_32985	MGLB04229
HOLleu_33031	MGLB04388
HOLleu_33074	MGLB04202
HOLleu_33151	MGLB04162
HOLleu_33276	MGLB04930
HOLleu_33356	MGLB04998
HOLleu_33398	MGLB04960
HOLleu_33436	MGLB04370
HOLleu_33522	MGLB04751
HOLleu_33573	MGLB04221
HOLleu_33618	MGLB04517
HOLleu_33658	MGLB04728
HOLleu_33810	MGLB04360
HOLleu_33933	MGLB04774
