XP_054747949	XP_003726530
XP_063955594	XP_030836687
XP_063955690	NP_999724
XP_063955786	XP_030832350
XP_063955882	XP_030832185
XP_063955914	XP_785956
XP_063955946	XP_782356
XP_063955978	XP_030832887
XP_063956106	XP_003726121
XP_063956138	XP_011677198
XP_063956234	XP_011671566
XP_063956266	XP_030832323
XP_063956330	XP_030832932
XP_063956394	XP_011679974
XP_063956490	XP_030830149
XP_063956586	XP_030829558
XP_063956778	NP_001073019
XP_063956874	XP_030849246
XP_063956906	XP_030848710
XP_063957002	XP_030832525
XP_063957066	XP_030849317
XP_063957098	XP_030849277
XP_063957130	XP_030848886
XP_063957226	XP_030848755
XP_063957290	XP_030849369
XP_063957322	XP_003730878
XP_063957578	XP_030854185
XP_063957610	XP_001178791
XP_063957642	XP_030854810
XP_063957802	XP_030855379
XP_063957834	XP_030830323
XP_063957898	XP_011672355
XP_063958026	XP_030832353
XP_063958058	XP_030830106
XP_063958090	XP_011673701
XP_063958154	XP_030854876
XP_063958218	XP_790578
XP_063958250	XP_030855020
XP_063958442	XP_030830791
XP_063958506	XP_011668626
XP_063958538	XP_030843479
XP_063958570	XP_790566
XP_063958602	XP_011683436
XP_063958634	XP_030854489
XP_063958666	XP_030854958
XP_063958762	XP_030855479
XP_063958986	XP_030829602
XP_063959018	XP_011674865
XP_063959466	XP_784695
XP_063959594	XP_030834221
XP_063959658	XP_003729382
XP_063959850	XP_030830339
XP_063959882	XP_030833675
XP_063960330	XP_003724832
XP_063960394	XP_030856127
XP_063960426	XP_780037
XP_063960490	XP_030830097
XP_063960586	XP_030845168
XP_063960618	XP_030845476
XP_063960778	XP_030845015
XP_063960842	XP_030849390
XP_063960938	XP_030845436
XP_063961066	XP_003728896
XP_063961130	NP_999714
XP_063961162	XP_030830686
XP_063961258	XP_030839974
XP_063961290	XP_030839788
XP_063961386	XP_030839753
XP_063961418	XP_011679373
XP_063961514	XP_030840496
XP_063961546	XP_030840359
XP_063961642	XP_011662286
XP_063961674	XP_030840599
XP_063961706	XP_030840370
XP_063961738	XP_030840424
XP_063961834	XP_030854615
XP_063961866	XP_030840247
XP_063961994	XP_030840933
XP_063962090	XP_030840797
XP_063962122	XP_030840763
XP_063962154	XP_030840586
XP_063962186	XP_011673463
XP_063962250	XP_030851878
XP_063962282	XP_030851498
XP_063962346	XP_030851729
XP_063962378	XP_799961
XP_063962410	XP_003724947
XP_063962442	XP_030852504
XP_063962538	XP_030840984
XP_063962698	XP_030852850
XP_063962794	XP_781910
XP_063962922	XP_030852123
XP_063962954	XP_030851937
XP_063962986	XP_784037
XP_063963082	XP_780584
XP_063963178	XP_794663
XP_063963274	XP_011664029
XP_063963338	XP_030847800
XP_063963434	XP_030841606
XP_063963466	XP_030841707
XP_063963530	XP_003727194
XP_063963594	XP_798461
XP_063963626	XP_030836736
XP_063963690	XP_030841381
XP_063963850	XP_030841148
XP_063963914	XP_030841725
XP_063963946	XP_030841980
XP_063964010	XP_780364
XP_063964042	XP_792047
XP_063964266	XP_030846694
XP_063964298	XP_030848381
XP_063964330	XP_030846642
XP_063964458	XP_011660539
XP_063964490	XP_793463
XP_063964650	XP_030846444
XP_063964714	XP_030847371
XP_063964746	XP_794217
XP_063964842	XP_030846121
XP_063964874	XP_030846418
XP_063965034	XP_030845850
XP_063965098	XP_030847415
XP_063965130	XP_030840487
XP_063965162	XP_030837695
XP_063965354	XP_030843102
XP_063965386	XP_030843276
XP_063965418	XP_003730421
XP_063965450	XP_030842954
XP_063965482	XP_030847470
XP_063965514	XP_030842749
XP_063965642	XP_001187085
XP_063965674	XP_030843556
XP_063965738	XP_011668805
XP_063965834	XP_003726043
XP_063965866	XP_030842855
XP_063965898	XP_030842402
XP_063966026	XP_030853360
XP_063966058	XP_011678596
XP_063966122	XP_030853967
XP_063966154	XP_030853323
XP_063966250	XP_030853506
XP_063966314	XP_780332
XP_063966378	XP_786100
XP_063966410	XP_030853718
XP_063966442	XP_030853540
XP_063966506	XP_030853887
XP_063966570	XP_030854042
XP_063966634	XP_030852966
XP_063966730	XP_030852948
XP_063966762	XP_030853263
XP_063966794	XP_003729236
XP_063966890	XP_030838109
XP_063966954	XP_030838125
XP_063967018	XP_030837848
XP_063967050	XP_011682259
XP_063967082	XP_030838059
XP_063967114	XP_030837567
XP_063967146	XP_030838120
XP_063967178	XP_011681044
XP_063967210	XP_030837351
XP_063967306	XP_788119
XP_063967370	XP_030838418
XP_063967434	XP_787295
XP_063967562	XP_030837753
XP_063967626	XP_030837819
XP_063967690	XP_011672621
XP_063967786	XP_030838304
XP_063967946	XP_011677051
XP_063968010	XP_030838784
XP_063968202	XP_030829355
XP_063968330	XP_030839199
XP_063968394	XP_001197240
XP_063968426	XP_030838554
XP_063968458	XP_030839471
XP_063968522	XP_030838944
XP_063968554	XP_030846919
XP_063968586	XP_030830987
XP_063968810	XP_030835358
XP_063968938	NP_001091928
XP_063969002	XP_788463
XP_063969066	XP_030835138
XP_063969130	XP_030835108
XP_063969162	XP_030835824
XP_063969194	XP_030828142
XP_063969258	XP_030835804
XP_063969354	XP_011670062
XP_063969386	XP_030835366
XP_063969450	XP_011661970
XP_063969610	XP_001180028
XP_063969674	XP_030847831
XP_063969834	XP_030848276
XP_063969866	XP_030843847
XP_063970090	XP_011669022
XP_063970122	XP_030844386
XP_063970154	XP_001193611
XP_063970218	XP_030836824
XP_063970442	XP_011681507
XP_063970474	XP_030836598
XP_063970538	XP_030836565
XP_063970570	XP_030830927
XP_063970858	XP_030844492
XP_063970922	XP_030844003
XP_063970954	XP_030844363
XP_063970986	XP_030850077
XP_063971050	XP_030845400
XP_063971082	XP_030844474
XP_063971114	XP_030843676
XP_063971178	XP_011680655
XP_063971242	XP_030847966
XP_063971626	NP_001028184
XP_063971722	XP_030848176
XP_063971786	XP_782176
XP_054748155	XP_030840781
XP_054748209	XP_001175932
XP_054748265	XP_030831869
XP_054748327	XP_030831118
XP_054748544	XP_011666878
XP_054748627	XP_030831115
XP_054748719	XP_030831846
XP_054748809	XP_003728085
XP_054748904	XP_030830961
XP_054748959	XP_030829537
XP_054749086	XP_030848137
XP_054749145	XP_030847908
XP_054749270	XP_011665476
XP_054749331	XP_030848166
XP_054749393	XP_791616
XP_054749445	XP_003724778
XP_054749511	XP_030847762
XP_054749568	XP_003725821
XP_054749876	XP_030829350
XP_054750146	XP_798515
XP_054750298	XP_784181
XP_054750502	XP_790560
XP_054750558	XP_030838811
XP_054750622	XP_786210
XP_054750684	XP_011683765
XP_054750793	XP_003727802
XP_054750842	XP_030828786
XP_054751016	XP_030828220
XP_054751112	XP_798115
XP_054751156	XP_783071
XP_054751200	XP_030856217
XP_054751241	XP_030830101
XP_054751309	XP_030828076
XP_054751357	XP_011680279
XP_054751416	XP_030828883
XP_054751470	XP_030856311
XP_054751524	XP_030829323
XP_054751589	XP_780014
XP_054751721	XP_001178621
XP_054751970	XP_030829439
XP_054752040	XP_030842377
XP_054752100	XP_003729508
XP_054752171	XP_011683772
XP_054752263	XP_030828395
XP_054752343	XP_030856310
XP_054752397	XP_784191
XP_054752481	XP_030853882
XP_054752640	XP_030849998
XP_054752797	XP_030851401
XP_054752998	XP_779901
XP_054753098	XP_030829776
XP_054753163	XP_797937
XP_054753224	XP_030851197
XP_054753299	XP_003723891
XP_054753370	XP_030850784
XP_054753488	XP_030851116
XP_054753704	XP_030851910
XP_054753844	XP_003723894
XP_054753989	XP_030829583
XP_054754125	XP_784486
XP_054754188	XP_030854493
XP_054754254	XP_030836497
XP_054754329	XP_003727565
XP_054754686	XP_011684140
XP_054754743	XP_030836158
XP_054754794	XP_003729447
XP_054754862	XP_030836543
XP_054754979	XP_030832432
XP_054755085	XP_030836956
XP_054755296	XP_030836753
XP_054755524	XP_030836281
XP_054755669	XP_030832414
XP_054756071	NP_999695
XP_054756225	XP_003727107
XP_054756297	XP_030832418
XP_054756423	XP_030832434
XP_054756490	XP_030832447
XP_054756549	XP_030832331
XP_054756619	XP_030832436
XP_054756674	XP_011669368
XP_054756852	XP_011665435
XP_054756964	XP_011672120
XP_054757096	XP_011660380
XP_054757330	XP_030849233
XP_054757572	XP_030849079
XP_054757734	XP_030830371
XP_054757893	XP_030854236
XP_054758137	XP_030835421
XP_054758205	XP_780741
XP_054758274	XP_011676083
XP_054758415	XP_030854402
XP_054758479	XP_030854729
XP_054758555	XP_003726940
XP_054758616	XP_011674971
XP_054758696	XP_030855124
XP_054758808	NP_999800
XP_054758871	XP_003724390
XP_054758938	XP_011675196
XP_054759179	XP_003727182
XP_054759395	XP_030855650
XP_054759570	XP_780230
XP_054759697	XP_030855522
XP_054759766	XP_030855478
XP_054759945	XP_780010
XP_054760053	XP_030834059
XP_054760165	NP_001278230
XP_054760294	XP_030834124
XP_054760566	XP_030833448
XP_054761040	XP_011680674
XP_054761295	XP_030845402
XP_054761647	XP_030845023
XP_054761746	XP_030844993
XP_054761988	XP_030844646
XP_054762149	XP_003724877
XP_054762247	XP_030829479
XP_054762517	XP_800397
XP_054762621	XP_003729077
XP_054762699	XP_003728194
XP_054762832	XP_030842092
XP_054762898	XP_791206
XP_054763078	XP_784849
XP_054763253	XP_030840785
XP_054763349	XP_030840981
XP_054763413	XP_030841015
XP_054763485	XP_003728460
XP_054763867	XP_030840094
XP_054764096	XP_030831461
XP_054764196	XP_030841271
XP_054764279	XP_030852810
XP_054764435	XP_030851859
XP_054764567	NP_001229606
XP_054764826	XP_797869
XP_054764897	XP_030831598
XP_054765011	XP_030852412
XP_054765380	XP_011680451
XP_054765446	XP_011670986
XP_054765585	XP_030841756
XP_054765902	XP_030848015
XP_054765971	XP_011675990
XP_054766056	XP_011672427
XP_054766175	XP_011674490
XP_054766308	XP_030842060
XP_054766361	XP_030839056
XP_054766558	XP_030842100
XP_054766610	XP_030841790
XP_054766682	XP_030841254
XP_054767027	XP_030846509
XP_054767187	XP_030846054
XP_054767392	XP_030846390
XP_054767667	XP_800228
XP_054767802	XP_003724453
XP_054767985	NP_999730
XP_054768075	XP_792998
XP_054768173	XP_030847496
XP_054768569	XP_001200025
XP_054768651	XP_782165
XP_054768717	XP_011674104
XP_054768784	XP_030843021
XP_054768859	XP_030830181
XP_054769001	XP_001192875
XP_054769082	XP_790064
XP_054769188	XP_030831792
XP_054769340	XP_800015
XP_054769792	XP_030853440
XP_054770007	XP_030852939
XP_054770106	XP_786661
XP_054770168	XP_030853196
XP_054770244	XP_003726841
XP_054770343	XP_030840473
XP_054770490	XP_030842406
XP_054770592	XP_003730794
XP_054770679	XP_030837534
XP_054770762	XP_030837215
XP_054771047	XP_030838242
XP_054771309	XP_011665493
XP_054771403	XP_003730214
XP_054771674	XP_001180232
XP_054771741	XP_003727419
XP_054771826	XP_030838813
XP_054771929	XP_001194526
XP_054772528	XP_030838611
XP_054772586	XP_030838640
XP_054772695	XP_783328
XP_054772786	XP_030839036
XP_054772942	XP_011678131
XP_054773038	XP_786438
XP_054773228	XP_003727172
XP_054773342	XP_030834963
XP_054773578	XP_030835490
XP_054773704	XP_003723402
XP_054773811	XP_030835144
XP_054774262	XP_011669017
XP_054774852	XP_011672902
XP_054775002	XP_011662185
XP_054775199	XP_030844388
XP_054775669	XP_030847542
XP_063951051	XP_011676218
XP_063951115	XP_011681271
XP_063951179	XP_030844640
XP_063951211	XP_030837385
XP_063951275	XP_783974
XP_063951499	XP_030832049
XP_063951595	XP_030831521
XP_063951723	XP_011680537
XP_063951883	XP_030848230
XP_063951947	XP_030831005
XP_063951979	XP_003729359
XP_063952075	XP_788331
XP_063952107	XP_791288
XP_063952139	XP_030828530
XP_063952203	XP_030829162
XP_063952267	XP_011682159
XP_063952331	XP_011683286
XP_063952363	XP_030856202
XP_063952459	XP_011668011
XP_063952491	XP_011683776
XP_063952587	XP_003723359
XP_063952683	XP_030828032
XP_063952875	XP_011677375
XP_063953035	XP_030830080
XP_063953067	XP_030853359
XP_063953131	XP_011661121
XP_063953163	XP_030829467
XP_063953195	XP_787362
XP_063953227	XP_011660976
XP_063953259	XP_030829236
XP_063953419	XP_030856314
XP_063953451	XP_030839249
XP_063953515	XP_030829457
XP_063953579	XP_011680428
XP_063953643	XP_030856228
XP_063953707	XP_030841299
XP_063953771	XP_030827890
XP_063953995	XP_030828851
XP_063954027	XP_030828910
XP_063954059	XP_030850217
XP_063954091	XP_011670210
XP_063954155	XP_030830381
XP_063954251	XP_030850811
XP_063954347	XP_011680810
XP_063954379	XP_030851191
XP_063954411	XP_798730
XP_063954539	XP_792623
XP_063954571	XP_030850983
XP_063954635	XP_030850615
XP_063954667	XP_030850642
XP_063954731	XP_030850458
XP_063954763	XP_030830715
XP_063954827	XP_030850374
XP_063954859	XP_030829338
XP_063954891	XP_030850553
XP_063954955	XP_030850940
XP_063954987	XP_030851032
XP_063955115	XP_011668937
XP_063955147	XP_030836353
XP_063955179	XP_030836993
XP_063955275	XP_011671489
XP_063955307	XP_030836884
XP_063955339	XP_030834982
XP_063955435	XP_030829963
XP_063955499	XP_011666648
XP_063955563	XP_030853827
XP_063955691	XP_030833309
XP_063955723	XP_011674407
XP_063955755	XP_789397
XP_063955787	XP_030832610
XP_063955819	XP_780122
XP_063955851	XP_786763
XP_063955915	XP_011662092
XP_063955947	XP_030832571
XP_063956011	XP_030833101
XP_063956043	XP_030832126
XP_063956171	XP_011669247
XP_063956267	XP_030832737
XP_063956427	XP_030836940
XP_063956491	XP_030830497
XP_063956555	XP_030848753
XP_063956715	XP_030849400
XP_063956747	XP_030849918
XP_063956779	XP_030849175
XP_063956875	XP_030849244
XP_063956939	XP_792865
XP_063956971	XP_003725459
XP_063957003	XP_030848906
XP_063957099	XP_030849293
XP_063957291	XP_030849370
XP_063957355	XP_030848935
XP_063957419	XP_030854363
XP_063957451	XP_782986
XP_063957483	XP_030855453
XP_063957547	XP_003726226
XP_063957579	XP_030855505
XP_063957931	XP_030849402
XP_063957963	XP_030855628
XP_063958027	XP_030855643
XP_063958155	XP_030854877
XP_063958187	XP_030838108
XP_063958219	XP_796825
XP_063958379	XP_003726999
XP_063958507	XP_030853900
XP_063958603	XP_030854647
XP_063958763	XP_784377
XP_063958891	XP_030829631
XP_063958987	XP_030854895
XP_063959019	XP_030855445
XP_063959083	XP_030830360
XP_063959147	XP_003729810
XP_063959243	XP_030834420
XP_063959403	XP_030829616
XP_063959435	XP_030833846
XP_063959467	XP_030834150
XP_063959499	XP_030833987
XP_063959563	XP_782351
XP_063959595	XP_001199793
XP_063959755	XP_030833352
XP_063959851	XP_030833615
XP_063959883	XP_030830511
XP_063960011	XP_030833768
XP_063960139	XP_030833642
XP_063960363	XP_011670278
XP_063960427	XP_030844723
XP_063960491	XP_030844854
XP_063960587	XP_030845169
XP_063960619	XP_030845097
XP_063960683	XP_030843207
XP_063960715	XP_030845003
XP_063960747	XP_030837081
XP_063960811	XP_030845307
XP_063961003	XP_030845253
XP_063961035	XP_030845052
XP_063961067	XP_003728895
XP_063961099	XP_780969
XP_063961195	XP_030840065
XP_063961419	XP_030839946
XP_063961483	XP_003723298
XP_063961515	XP_030841045
XP_063961739	XP_030841994
XP_063961771	XP_030854906
XP_063961803	XP_785640
XP_063961835	XP_030841081
XP_063961867	XP_030840815
XP_063961995	XP_030839833
XP_063962027	XP_787854
XP_063962251	XP_797090
XP_063962347	XP_030852325
XP_063962379	XP_030852822
XP_063962411	XP_030851785
XP_063962443	XP_011678215
XP_063962475	XP_030851795
XP_063962507	XP_030852347
XP_063962539	XP_030852524
XP_063962571	XP_003723523
XP_063962603	XP_030852101
XP_063962635	XP_030848335
XP_063962667	XP_030847246
XP_063962731	XP_011664000
XP_063962827	XP_030852332
XP_063962891	XP_030852015
XP_063962923	XP_792724
XP_063962955	XP_795417
XP_063962987	XP_790942
XP_063963083	XP_030852652
XP_063963147	XP_030834399
XP_063963179	XP_011680873
XP_063963307	XP_786955
XP_063963371	XP_795937
XP_063963467	XP_011678476
XP_063963499	XP_030841295
XP_063963531	NP_001138447
XP_063963659	XP_001190570
XP_063963691	XP_030841141
XP_063963723	XP_003727667
XP_063963787	XP_030842018
XP_063963915	XP_030841744
XP_063964043	XP_030841469
XP_063964107	XP_003730295
XP_063964171	XP_001186137
XP_063964203	XP_030846138
XP_063964235	XP_788585
XP_063964267	XP_030846085
XP_063964299	XP_030846184
XP_063964331	XP_030845752
XP_063964395	XP_011660532
XP_063964491	XP_800450
XP_063964523	XP_011674208
XP_063964587	XP_030830164
XP_063964619	XP_790326
XP_063964651	XP_030849353
XP_063964715	XP_030829999
XP_063964747	XP_030845803
XP_063964843	XP_794032
XP_063964939	XP_030846570
XP_063965003	XP_030846769
XP_063965035	XP_030846600
XP_063965067	XP_030830434
XP_063965099	XP_030847416
XP_063965131	XP_030843106
XP_063965163	XP_011670632
XP_063965195	XP_030842865
XP_063965291	XP_030842623
XP_063965355	XP_030842354
XP_063965451	XP_030843139
XP_063965483	XP_030842987
XP_063965515	XP_030843140
XP_063965707	XP_030843280
XP_063965739	XP_030842778
XP_063965771	XP_030847704
XP_063965867	XP_030842959
XP_063965931	XP_030843083
XP_063965963	XP_030835051
XP_063966059	XP_030853290
XP_063966091	XP_030848313
XP_063966123	XP_011669763
XP_063966187	XP_781328
XP_063966251	XP_785187
XP_063966315	XP_030853377
XP_063966347	XP_030853298
XP_063966475	XP_030853372
XP_063966507	XP_030853617
XP_063966603	XP_011664175
XP_063966635	XP_030847552
XP_063966667	XP_030853096
XP_063966731	XP_788121
XP_063966859	XP_030853595
XP_063966955	XP_785082
XP_063966987	XP_011662190
XP_063967083	XP_030837392
XP_063967179	XP_782386
XP_063967275	XP_030838004
XP_063967403	XP_030838233
XP_063967531	XP_030838353
XP_063967659	XP_011662131
XP_063967723	XP_030837406
XP_063967819	XP_011669191
XP_063967851	XP_030839453
XP_063967979	XP_030839117
XP_063968075	XP_030839319
XP_063968171	XP_030837837
XP_063968363	XP_030839200
XP_063968395	XP_030838560
XP_063968491	XP_030848136
XP_063968523	XP_030839549
XP_063968555	XP_030839380
XP_063968683	XP_030838624
XP_063968875	XP_030835759
XP_063968939	XP_030827991
XP_063969035	XP_794646
XP_063969067	XP_001196442
XP_063969131	XP_030835112
XP_063969195	XP_003729862
XP_063969387	XP_011682180
XP_063969419	XP_030835326
XP_063969547	XP_030835764
XP_063969611	XP_030835752
XP_063969707	XP_030844461
XP_063969739	XP_030844291
XP_063969835	XP_003724597
XP_063969963	XP_030843691
XP_063969995	XP_011661695
XP_063970027	XP_011672732
XP_063970091	XP_003725487
XP_063970123	XP_030843892
XP_063970187	XP_001182607
XP_063970379	XP_789037
XP_063970411	XP_003723958
XP_063970507	NP_001154909
XP_063970539	XP_030836567
XP_063970795	XP_011674130
XP_063971051	XP_030844310
XP_063971083	XP_030848257
XP_063971339	XP_030834194
XP_063971371	XP_030834396
XP_063971403	XP_030844892
XP_063971467	XP_780121
XP_063971563	XP_784443
XP_063971691	XP_030853545
XP_063971723	XP_030848178
XP_063971755	XP_792820
XP_063971787	XP_782050
XP_054747976	XP_030847422
XP_054748157	XP_030831699
XP_054748210	XP_790356
XP_054748267	XP_030831088
XP_054748629	XP_784185
XP_054748722	XP_787577
XP_054748810	XP_030848385
XP_054748906	XP_030831002
XP_054749206	XP_011671722
XP_054749273	XP_030847664
XP_054749394	XP_791600
XP_054749446	XP_003724780
XP_054749512	XP_030847765
XP_054749571	XP_030847264
XP_054749693	XP_030856383
XP_054749783	XP_030828744
XP_054749895	XP_030828845
XP_054750038	XP_030828246
XP_054750157	XP_030856144
XP_054750299	XP_003727646
XP_054750371	XP_030829872
XP_054750429	XP_030829989
XP_054750503	XP_030829730
XP_054750568	XP_011662841
XP_054750625	XP_030856252
XP_054750685	XP_001199540
XP_054750794	XP_030829446
XP_054751017	XP_011673611
XP_054751069	XP_791344
XP_054751113	XP_788856
XP_063955023	XP_781626
XP_063955087	XP_030850986
XP_063955119	XP_011665731
XP_063955151	XP_781317
XP_063955183	XP_030836984
XP_063955247	XP_011661510
XP_063955439	XP_030832780
XP_063955535	XP_030832558
XP_063955567	XP_030833157
XP_063954831	XP_030829691
XP_054748551	XP_030831667
XP_054748735	XP_797993
XP_054748819	XP_784328
XP_054748911	XP_030831660
XP_054748969	XP_030847147
XP_054749157	XP_030847891
XP_054749212	XP_030847574
XP_054749281	XP_030847677
XP_054749342	XP_003728597
XP_054749462	XP_003731415
XP_054749580	XP_797819
XP_054749703	XP_030829681
XP_054749795	XP_011672649
XP_054749902	XP_011674808
XP_063971471	XP_030849459
XP_063971503	XP_030830722
XP_063971567	XP_784498
XP_063971663	XP_030836056
XP_063971695	XP_796312
XP_063970767	XP_030843735
XP_063970799	XP_785434
XP_063970895	XP_030849959
XP_063970927	XP_030848224
XP_063970959	XP_030845385
XP_063971087	XP_011662183
XP_063969871	XP_011669014
XP_063969935	XP_003725722
XP_063970031	XP_003731119
XP_063970095	XP_011668260
XP_063969519	XP_030835896
XP_063969551	XP_011660441
XP_063969711	XP_030844169
XP_063969743	XP_030844323
XP_063969775	XP_030844243
XP_063968879	XP_030835148
XP_054748597	XP_793309
XP_054748687	XP_003724186
XP_054748871	XP_030847970
XP_054748945	XP_030831202
XP_054749071	XP_030856372
XP_054749191	XP_788335
XP_054749247	XP_030847534
XP_063963272	XP_030841140
XP_063963304	XP_030841320
XP_063963368	XP_030841297
XP_063967144	XP_030838088
XP_063967176	XP_003727160
XP_063967272	XP_030829543
XP_063967304	XP_030837719
XP_063967336	XP_030837296
XP_063967400	XP_782004
XP_054751246	XP_003729518
XP_054751310	XP_030828077
XP_054751358	XP_030829578
XP_063957583	XP_781522
XP_063957775	XP_030854865
XP_063957935	XP_030854852
XP_063957967	XP_011678546
XP_063958063	XP_030830103
XP_063958095	XP_030854492
XP_063958159	XP_030854873
XP_063958255	XP_030830000
XP_063958351	XP_030855282
XP_063970706	XP_030832540
XP_063969202	XP_030835059
XP_063969234	XP_030834973
XP_063969458	XP_030835230
XP_063969490	XP_030835947
XP_063969522	XP_030835900
XP_063968562	XP_030839553
XP_063968594	XP_030839282
XP_063963231	XP_030841920
XP_063965727	XP_030835357
XP_063962847	XP_030851951
XP_063959788	XP_003729586
XP_063959852	XP_790710
XP_063959916	XP_003725895
XP_063960012	XP_030833770
XP_063960044	XP_011660703
XP_063960108	XP_030833425
XP_063960140	XP_011662484
XP_063960364	XP_030830524
XP_063960428	XP_030845373
XP_063960556	XP_030844946
XP_063960620	XP_030845098
XP_063960652	XP_030845523
XP_063960684	XP_030844773
XP_063960780	XP_030845016
XP_063960812	XP_030844707
XP_063960844	XP_792242
XP_063961100	XP_030844949
XP_063961132	XP_011683969
XP_063961292	XP_030840110
XP_063961388	XP_011661053
XP_063961420	XP_792976
XP_063961452	XP_030840343
XP_063961580	XP_011666120
XP_063961644	XP_791124
XP_063961676	XP_030840600
XP_063961740	XP_011662412
XP_063961772	XP_030854917
XP_063961836	XP_011681382
XP_063961900	XP_030840164
XP_063961964	XP_030840090
XP_063961996	XP_030839830
XP_063962028	XP_003728208
XP_063962060	XP_030840479
XP_063962092	XP_030840796
XP_063962220	XP_030842284
XP_063962252	XP_030851803
XP_063962316	XP_030851994
XP_063962540	XP_030851982
XP_063962604	XP_030851471
XP_063962668	XP_030852405
XP_063962796	XP_785380
XP_063962828	XP_030847259
XP_063962860	XP_030852331
XP_063962956	XP_030852309
XP_063962988	XP_011667757
XP_063963084	XP_030851578
XP_063963148	XP_030852067
XP_063963180	XP_030852588
XP_063963276	XP_030841264
XP_063963436	XP_030841347
XP_063963500	XP_786885
XP_063963596	XP_030841690
XP_063963628	XP_011681855
XP_063963724	XP_030841961
XP_063963756	XP_001190869
XP_063963884	XP_030848551
XP_063963916	XP_030841231
XP_063963980	XP_030841153
XP_063964012	XP_030842260
XP_063964108	XP_003730294
XP_063964204	XP_030845917
XP_063964268	XP_030846683
XP_063964300	XP_030846669
XP_063964332	XP_030846413
XP_063964364	XP_030846479
XP_063964396	XP_030846652
XP_063964492	XP_003728020
XP_063964524	XP_030846430
XP_063964556	XP_030846725
XP_063964588	XP_030846423
XP_063964684	XP_030846066
XP_063964876	XP_030847400
XP_063965068	XP_030846442
XP_063965100	XP_030847420
XP_063965132	XP_030847505
XP_063965164	XP_030842992
XP_063965260	XP_030843154
XP_063965292	XP_030842915
XP_063965484	XP_030842988
XP_063965580	XP_030843062
XP_063965900	XP_030842400
XP_063966060	XP_030853344
XP_063966252	XP_030853726
XP_063966348	XP_030847644
XP_063966380	XP_030853637
XP_063966476	XP_030853180
XP_063966508	XP_030839267
XP_063966540	XP_030853624
XP_063966572	XP_030853552
XP_063966604	XP_030853615
XP_063966668	XP_003727682
XP_063966796	XP_003729238
XP_063966956	XP_011682730
XP_063966988	XP_030838213
XP_063967020	XP_030830287
XP_063967052	XP_030838405
XP_063967084	XP_030837472
XP_063967148	XP_030837581
XP_063967180	XP_030837858
XP_063967212	XP_011665118
XP_063967276	XP_791719
XP_063967308	XP_011683572
XP_063967340	XP_003724698
XP_063967372	XP_030837665
XP_063967436	XP_030837396
XP_063967468	XP_030837333
XP_063967564	XP_030838464
XP_063967724	XP_030837409
XP_063967788	XP_030838305
XP_063967852	XP_030839310
XP_063967980	NP_999721
XP_063968044	XP_001198589
XP_063968300	XP_030839258
XP_063968460	XP_030839474
XP_063968748	XP_030839434
XP_063968812	XP_030835125
XP_063968876	XP_030849693
XP_063968940	XP_030835813
XP_063969004	XP_030835104
XP_063969036	XP_030835877
XP_063969068	XP_030843136
XP_063969132	XP_030835113
XP_063969164	XP_030835825
XP_063969196	XP_030834938
XP_063969228	XP_003723625
XP_063969260	XP_030835510
XP_063969292	XP_011663070
XP_063969356	XP_030835019
XP_063969516	XP_030834918
XP_063969548	XP_030835763
XP_063969612	XP_003726488
XP_063969676	XP_011666599
XP_063969740	XP_030844289
XP_063969772	XP_030855094
XP_063969836	XP_030844327
XP_063969868	XP_011671473
XP_063969900	XP_030843811
XP_063969964	XP_030831303
XP_063970060	XP_784941
XP_063970156	XP_030843972
XP_063970412	XP_030832953
XP_063970508	XP_030833198
XP_063970636	XP_030836445
XP_063970700	XP_030831497
XP_063970796	XP_011672786
XP_063970860	XP_788458
XP_063971052	XP_030848252
XP_063971212	XP_030845096
XP_063971308	XP_030847973
XP_063971628	XP_791621
XP_054747983	XP_030830085
XP_054748158	XP_790505
XP_054748211	XP_030831364
XP_054748269	XP_030831090
XP_054748404	XP_782286
XP_054748546	XP_030831591
XP_054748731	XP_011667242
XP_054748816	XP_030847328
XP_054748965	XP_030831139
XP_054749148	XP_011660829
XP_054749209	XP_030829895
XP_054749274	XP_788036
XP_054749337	XP_030848159
XP_054749397	XP_011671198
XP_054749447	XP_030847308
XP_054749513	XP_030847766
XP_054749785	XP_782685
XP_054749898	NP_001123287
XP_054750167	XP_030830529
XP_054750304	XP_030828304
XP_054750373	XP_030855882
XP_054750430	XP_030829165
XP_054750504	XP_003728880
XP_054750626	XP_030830136
XP_054750688	XP_030830175
XP_054750747	XP_796616
XP_054750795	XP_030856096
XP_054750848	XP_030828050
XP_054750910	XP_789887
XP_054751070	XP_796427
XP_054751114	XP_030828563
XP_054751158	XP_030828088
XP_054751205	XP_030856209
XP_054751247	XP_795276
XP_054751313	XP_787261
XP_054751359	XP_030829240
XP_054751418	NP_999675
XP_054751472	XP_011679773
XP_054751596	XP_030855901
XP_054751727	XP_011668892
XP_054751780	XP_003726850
XP_054751874	XP_030828281
XP_054751931	XP_787579
XP_054751972	XP_011665958
XP_054752044	XP_030829470
XP_054752645	XP_786964
XP_054752714	XP_030851170
XP_054752799	XP_011683175
XP_054753004	XP_782862
XP_054753101	XP_030850583
XP_054753311	XP_030851180
XP_054753372	XP_030851011
XP_054753437	XP_030850143
XP_054753494	XP_030851338
XP_054753714	XP_030850008
